Geneid	0_R1	0_R2	0_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	60_R1	60_R2	60_R3	75_R1	75_R2	75_R3	90_R1	90_R2	90_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-CbK_gp065	0.056859880913885	0.04900757059072455	0.05686226038278201	14.990642819304266	19.932462719767177	18.02379282533402	725.7929836599268	831.716540593291	827.3332155092645	982.9672563382269	873.8323369125247	1159.099466259198	769.6214894961473	786.6030323713808	675.8170793027018	499.0071397594917	512.6741646693936	487.4179680304611	564.9210507621947	587.3414146791731	537.790584823301	phage	gene-CbK_gp065	middle	middle	249.75203311697524
gene-CCNA_00316	70.69262638732401	56.1272815404326	51.191829416832356	36.76436924876511	37.125668866934774	32.47237428695424	41.93867932937108	30.103282457632663	34.21662586096843	35.47028854886445	34.58589588139625	31.928286149804116	35.740445982293465	32.51913383025646	35.89243065945347	38.111319954577965	35.87097549740432	28.16578416750965	31.773254546761812	29.579730323393285	36.19892750184313	host	gene-CCNA_00316	None	None	2.5174014734234142
gene-CCNA_R0062	424.0741133667344	297.5852780662466	489.12478979266143	465.96788343921304	357.21708439079873	441.8852148191412	190.94023867783062	222.0176153625718	194.89873084424084	156.22671654525834	297.7823536321554	229.70763909920325	167.94104743473994	176.44952823620503	162.35704164688354	257.33858401047803	189.18557650966295	183.26876756958768	131.5625554886292	170.41734577872538	127.92227192959032	host	gene-CCNA_R0062	None	None	49.95598346324222
gene-CCNA_00897	629.9196061644334	543.4520786544487	374.0161700345073	164.44556221117782	241.28268710060146	163.7871209836717	224.62076752432648	169.0475238270177	205.56078473372642	330.4185832575865	439.12405944211633	249.67804199685602	210.56901780394492	260.1393523826843	219.00504674789855	311.05064323040335	286.49911497748286	142.96771300427895	183.3883258824576	219.93511317358505	212.0068530107947	host	gene-CCNA_00897	None	None	56.14412358528516
gene-CCNA_03717	611.58349901555	587.6247993664266	632.7088555527273	419.78430719282983	463.3127622958894	415.4941797561415	376.0652668715962	380.82113633296467	380.9859592783337	355.9044605665914	302.93269854088476	372.0669041072855	325.9240170198608	318.01475744218067	327.26609218271386	273.0841276502382	284.26884213033145	317.8663968784456	301.5911362396284	309.8606651071719	281.22490945606665	host	gene-CCNA_03717	None	None	28.81789625039124
gene-CCNA_03998	0.01975981677149195	0.05109299912650007	0.019760643679122825	0.017540451755042364	0.019188044896339792	0.020536352713437206	0.021427740250764393	0.020333186394888663	0.05831511623651813	0.020784822030726294	0.01990118818784018	0.04369320055689853	0.023026871577357	0.02247459513371133	0.020679617648148012	0.021432929021226715	0.024984344718843494	0.018278448910449874	0.022516352961411853	0.02458879116442391	0.02299074468202168	host	gene-CCNA_03998	None	None	0.004643993310235983
gene-CCNA_03781	581.8884736490116	663.5422136012127	572.6398336765818	374.8808189322178	379.05886324190203	364.2574366048441	391.5396990509693	410.7619769274743	380.1314458046942	301.7434914496468	285.7021461702071	395.4494566424951	362.8395296714721	350.9753426529684	371.13324358293374	286.54431525752955	291.231938232817	338.7056355266303	347.2266642767312	315.5258655209902	339.88954998940426	host	acnA	None	None	24.735385950449643
gene-CCNA_01374	18.053630232342332	15.381452182686647	15.172952501488213	11.187022314757478	9.767578910159305	9.212945847960293	12.990700618580265	10.297085525658732	13.086944369693763	15.304051653720318	14.993289419510072	9.958589551152365	14.292929363314906	14.481561211910332	14.87342965894012	14.232696265084886	13.407398564797889	14.53911535671534	15.80994114372972	13.421241845621337	17.29071789684312	host	gene-CCNA_01374	None	None	0.4079911952172822
gene-CCNA_01419	322.82137745626477	335.20115882175656	323.38044645509524	233.77828236769213	239.16368286981125	253.2153831195528	325.7734272492419	338.0028231456737	354.67620713264404	315.1381634942198	252.52645525380038	358.91703210750035	336.73514729575675	310.39883370170026	337.52216252518156	270.90607772278213	272.14188749215407	322.15766204667904	351.69299415316954	315.74122835059615	349.8536988639673	host	gene-CCNA_01419	None	None	4.865037113784087
gene-CCNA_00846	47.4319054169162	42.42033456117809	29.223171793052924	32.2645029929933	39.91290315551798	27.536557330839376	44.730074915369684	32.50820488420637	35.05310313653564	56.12355985670556	51.54718817475678	37.44893315032095	48.71129005278697	44.73712173334058	47.07502138234807	55.90192730722523	56.97689515790401	38.86159727570463	53.97478038420086	46.01711099538479	56.37716751257928	host	putA	None	None	1.8846402209620523
gene-CCNA_03924	216.9701980822709	146.1834571258075	288.0286721864344	305.74980709861285	264.12583650372926	345.6653218284859	319.1260140221654	398.1517477432129	318.96181764516547	509.56849121354725	538.4142081793987	338.07067765893277	363.2345073380708	481.2794081664695	410.767000201782	567.7663271206786	602.837884591705	283.1765849390309	434.55153943464785	571.6248489960492	549.0620906529564	host	gene-CCNA_03924	None	None	40.19256064015469
gene-CCNA_01129	157.4948425057305	136.06869377485586	124.25426136521155	99.28940237110176	115.91152968262755	82.08610925096957	111.72062625058933	103.50117339365838	83.61011693663929	117.06175243833378	92.22188245359534	75.79788426946459	122.46595855967898	108.20608472135024	108.6063312697652	97.8938196170306	97.72780834411535	112.15430338038541	120.82097904182667	95.47938120566768	93.64491961150968	host	fliQ	None	None	3.2197166019355032
gene-CCNA_03130	2227.838513114527	2825.6580148857406	2418.453648898938	1677.8235204296773	1556.8718950398415	1601.1187752346507	1594.978925417862	1622.5001930520855	1603.0551472915827	1461.628731818982	1425.0347881273406	1514.6660421795511	1430.5323870387308	1357.1300739944918	1513.8039002938542	1406.5395699672783	1392.7937574412267	1597.1132729237584	1366.877043502749	1448.9302367025684	1440.8635634569848	host	ctrA	None	None	83.30050688945789
gene-CCNA_01134	44.88098730657065	38.89176879161739	38.220091929896455	25.21592465454775	25.937648254332707	19.3251543457947	31.986492169548658	22.998159889992653	24.607711331892467	28.09610910201286	26.29163276876599	29.330485652097167	35.22060124589698	23.76688435389973	28.841323265585558	29.10358794462792	24.582965789555985	20.337953273555563	27.123884057624235	24.64598683082811	28.963840110170395	host	gene-CCNA_01134	None	None	1.3413343931453539
gene-CCNA_02356	39.67006508924117	32.2735335380261	29.527357112145133	21.753472769308438	22.99268370558463	18.960521437887543	22.92642161300903	22.128109440329716	19.881482709231	22.347415942095104	18.37409546574848	18.024459777721187	24.878645537796157	23.51670662385868	24.725844136523573	21.80923286172014	20.51508634884331	22.142105564818184	25.506566460729996	21.607152825300094	25.08048236969807	host	gene-CCNA_02356	None	None	0.9975973739918472
gene-CCNA_00322	192.7606822861615	172.38412955287362	176.44928019381084	69.85033871257635	76.56605554986467	63.00054272488065	92.40896649487149	96.94485656764151	93.14840131076859	72.21983340604861	77.96859077963187	90.73891797366994	95.2236799444609	91.40064668671154	86.84996277558275	72.39951567960293	72.1165971925212	76.76556861340865	79.86904223816462	82.86176734499213	76.17983250387883	host	zrpW	None	None	13.537853999280795
gene-CbK_gp318	0.00917497529565433	0.007907917537691008	0.00917535924947196	13.756007832090837	15.849978025531207	13.530931661531731	55.16961002094034	57.902910871149786	57.322350992048136	517.8968250939055	472.7777165758942	420.79012576675905	416.05586005569717	428.51353335858823	379.1566127954269	307.16363429592616	290.5433835384117	293.8162749258568	277.1908627287387	283.5230403590963	291.1654153551106	phage	gene-CbK_gp318	middle	middle	148.6229189991251
gene-CCNA_02091	70.3249304328438	60.23764740990006	53.50146000934364	43.091747810158786	44.9714645861534	37.4922224334323	50.69307783214306	40.09101646986723	42.98697843617341	56.78988854322961	52.510938063905535	44.36937774206408	60.441037524781535	47.90536820258356	54.33694153639323	54.367242491130796	57.385947294430025	45.25737996335235	56.12270651642696	52.88616473043192	55.02434086599384	host	gene-CCNA_02091	None	None	1.1527165939751238
gene-CCNA_01346	66.90404111109149	23.89734359584974	61.08885474154272	50.564486167032506	54.38441361031622	40.602540558805096	51.14933751321561	41.79222221619739	44.44459610013785	47.213318402896974	44.09358103748747	40.95400259599446	43.38110445229715	36.142416206899505	44.27688337742922	39.579444119802154	43.90299683063772	43.08681330280694	40.40534741179805	36.9764508399952	35.77288975953069	host	gene-CCNA_01346	None	None	1.793924811689046
gene-CCNA_01542	46.93734346557991	51.34238965724302	50.583149508042375	31.550499480027238	26.108034588447115	32.647510736717706	33.37012471514714	37.255581497859026	36.91947726868883	40.498855059634494	34.26219580085754	32.44765584870538	31.923183257843867	36.03021992673095	31.83527426754823	36.22858672699626	37.764150584506616	32.44897941312441	38.865158583844	41.53553545164151	39.60691817242616	host	gene-CCNA_01542	None	None	1.0454153573861813
gene-CCNA_00888	134.37194518444963	101.28494290399806	102.21762317505173	46.59264253776055	47.52992548208344	39.82712342373823	59.68370183016087	43.8064715666761	57.34797485961249	59.83016707080313	45.729388718775844	36.494560624469166	64.46802012635924	48.419991514216065	59.67559324965356	58.776175140880156	60.63382865660957	70.17576733260879	70.14168335615676	62.31820741037101	65.35586784231076	host	gene-CCNA_00888	None	None	8.179216753460807
gene-CCNA_03812	47.470275035795886	86.7234240336569	43.02031742188424	15.847321517970043	15.042071521645328	12.133301303426478	14.334808862431201	12.574197175626065	11.037720397658788	16.38939697617417	17.065160712441497	8.537983837083079	12.440142223625937	15.965146229032646	12.027782614604087	16.900446949786755	15.450508872407848	11.05140849368825	14.648967916617668	12.718685864532855	18.023119484613332	host	gene-CCNA_03812	None	None	15.113066275266672
