ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-CbK_gp035	75	13240	hypothetical protein	unknown function	13240	159	0.991	4.814e-49	13240	183.20488	1.4253356511970513e-54	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp036	71	21590	hypothetical protein	unknown function	21590	145	0.956	3.504e-44	21590	171.195389	6.731747951236637e-51	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp037	72	11394	hypothetical protein	unknown function	11394	159	1.0	4.139e-49	11394	176.511475	1.7515225238193648e-52	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp038	43	13259	hypothetical protein	unknown function	13259	89	0.961	4.036e-25	13259	109.950294	8.143919962242904e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp039	68	12041	hypothetical protein	unknown function	12041	151	1.0	1.9000000000000002e-46	12041	169.172211	2.2279416232604e-50	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp040	67	12635	hypothetical protein	unknown function	12635	132	0.927	7.219e-40	12635	164.9496	7.338271327514373e-49	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp041	248	12671	peptidase	other	12671	426	0.83	3.802e-138	12671	509.690094	1.7695217754891806e-153	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp042	609	145	portal protein	head and packaging	145	288	0.361	1.339e-86	145	416.825592	2.327494233985922e-124	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp043	108	13637	hypothetical protein	unknown function	13637	196	0.863	5.6349999999999996e-61	13637	225.01416	3.190190624560846e-67	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp044	59	10910	hypothetical protein	unknown function	10910	104	0.836	2.8620000000000002e-30	10910	135.585541	9.564024511842588e-40	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp045	79	11895	hypothetical protein	unknown function	11895	159	0.946	5.881e-49	11895	184.256973	6.552667559357369e-55	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp046	57	14485	hypothetical protein	unknown function	14485	121	0.986	4.2460000000000006e-36	14485	147.590485	1.5483366567390588e-43	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp047	85	11999	hypothetical protein	unknown function	11999	160	0.888	5.773e-49	11999	188.887711	2.5675824125273496e-56	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp048	192	14177	hypothetical protein	unknown function	14177	365	0.905	4.6779999999999995e-118	14177	399.089691	7.072319175254026e-120	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp049	78	14380	hypothetical protein	unknown function	14380	164	0.98	1.722e-50	14380	183.650864	8.074219746091288e-55	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp050	127	10166	hypothetical protein	unknown function	10166	219	0.827	1.123e-68	10166	238.410416	3.2982550580808055e-71	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp051	81	10960	hypothetical protein	unknown function	10960	155	0.904	1.539e-47	10960	174.645142	2.5243753238633037e-51	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp052	94	12211	hypothetical protein	unknown function	12211	181	0.911	2.499e-56	12211	202.49588	1.7112606332199803e-60	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp053	79	12097	hypothetical protein	unknown function	12097	162	0.959	8.807e-50	12097	178.94046	3.0679961721997395e-53	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp054	79	10444	hypothetical protein	unknown function	10444	148	0.894	5.701e-45	10444	166.427536	1.7082913430352693e-49	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp055	123	13646	hypothetical protein	unknown function	13646	267	1.0	1.239e-85	13646	282.264099	9.281746557097894e-85	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp056	116	12719	hypothetical protein	unknown function	12719	217	0.888	3.2149999999999997e-68	12719	228.928299	1.9828234659359896e-68	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp057	226	8467	deoxyribonucleoside 5' monophosphate phosphatase	other	8467	323	0.704	1.0610000000000001e-102	8467	329.22702	1.5045926507826617e-98	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp058	174	14337	hypothetical protein	unknown function	14337	344	0.936	4.994e-111	14337	393.260834	2.765127101684445e-118	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp059	67	11603	hypothetical protein	unknown function	11603	137	0.954	2.2139999999999999e-41	11603	156.606155	3.005723129381321e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp060	352	4771	DHH phosphoesterase	other	4771	235	0.405	1.337e-70	4771	460.751709	6.377894806847942e-138	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp061	58	14635	hypothetical protein	unknown function	14635	119	0.953	2.994e-35	14635	148.790955	7.384521731311203e-44	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp062	158	11911	hypothetical protein	unknown function	11911	317	0.949	3.5450000000000002e-102	11911	357.569366	1.279191507431161e-107	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp063	54	12259	hypothetical protein	unknown function	12259	110	0.951	1.899e-32	12259	140.361084	2.727508359729175e-41	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp064	50	16739	hypothetical protein	unknown function	16739	98	0.918	2.099e-28	16739	130.047501	5.35167310973874e-38	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp065	146	2259	Rnase H	DNA, RNA and nucleotide metabolism	2259	188	0.652	1.361e-57	2259	143.164154	1.351522307644034e-41	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp066	160	11604	HNH endonuclease	DNA, RNA and nucleotide metabolism	11604	298	0.887	2.031e-95	11604	326.074554	5.581403958682597e-98	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp067	263	206	head scaffolding protein	head and packaging	206	64	0.213	7.91e-14	206	158.071335	7.091252908499825e-46	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp068	339	212	major head protein	head and packaging	212	155	0.314	2.731e-43	212	291.946899	1.1100840722991995e-86	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp069	148	427	hypothetical protein	unknown function	427	158	0.553	2.8389999999999995e-47	427	112.952881	2.209836192353419e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp070	128	10854	hypothetical protein	unknown function	10854	209	0.79	2.311e-65	10854	240.030853	1.4213405287820423e-71	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp071	93	12998	hypothetical protein	unknown function	12998	188	0.949	1.5100000000000002e-58	12998	206.827621	7.565587166137157e-62	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp072	130	240	head protein	head and packaging	240	51	0.282	1.101e-10	240	110.388451	2.0351517665625634e-31	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp073	647	8578	hypothetical protein	unknown function	8578	953	0.73	5.385e-313	8578	1076.230347	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp074	232	9417	hypothetical protein	unknown function	9417	374	0.784	2.93e-120	9417	424.737244	1.530326109697905e-127	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp075	138	644	hypothetical protein	unknown function	644	73	0.385	1.965e-18	644	157.215317	7.089041944987732e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp076	2799	11583	hypothetical protein	unknown function	11583	4731	0.822	0.0	11583	5439.087891	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp077	222	11238	hypothetical protein	unknown function	11238	404	0.871	7.23e-131	11238	452.550903	4.0931235929021686e-136	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp078	219	11169	hypothetical protein	unknown function	11169	388	0.852	8.285999999999999e-125	11169	443.895721	2.772750155513141e-133	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp079	92	10343	hypothetical protein	unknown function	10343	164	0.849	2.5080000000000002e-50	10343	169.374527	3.827136284961757e-50	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp080	52	2423	hypothetical protein	unknown function	2423	60	0.6	4.963e-15	2423	80.657928	1.1911840703594409e-22	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp081	74	14978	hypothetical protein	unknown function	14978	154	0.976	2.0429999999999998e-47	14978	175.361771	3.536925009028417e-52	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp082	165	28405	hypothetical protein	unknown function	28405	264	0.782	9.983e-84	28405	312.739441	9.381849981420343e-94	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp083	45	12742	hypothetical protein	unknown function	12742	76	0.795	1.182e-20	12742	97.950882	4.7943190454109095e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp084	138	12353	hypothetical protein	unknown function	12353	259	0.892	2.663e-82	12353	296.368683	5.5820893953453886e-89	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp085	68	15264	hypothetical protein	unknown function	15264	124	0.865	4.289e-37	15264	158.174866	8.12890007267204e-47	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp086	288	170	PhoH-like phosphate starvation-inducible	other	170	174	0.413	4.0969999999999996e-51	170	268.007446	2.5375003354901222e-79	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp087	173	477	head-tail adaptor Ad1	connector	477	104	0.361	3.868e-28	477	173.506683	9.930060596229469e-51	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp088	130	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp089	157	169	tail completion or Neck1 protein	connector	169	61	0.279	7.99e-14	169	108.26416	1.3216431114548704e-30	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp090	24	14924	hypothetical protein	unknown function	14924	56	1.0	3.03e-14	14924	74.065216	1.0417160682737701e-20	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp091	151	179	tail terminator	connector	179	66	0.298	1.412e-15	179	104.869904	6.0886433740558685e-30	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp092	610	290	minor tail protein	tail	290	182	0.32	1.094e-52	290	283.797028	5.658973328367181e-84	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp094	298	8233	tail assembly chaperone	tail	8233	483	0.79	5.415e-157	8233	488.409821	1.1281695081366254e-146	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp093	142	8233	tail assembly chaperone	tail	8233	233	0.795	1.5340000000000002e-70	8233	252.116882	1.2808876057927696e-74	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp095	1964	9807	tail length tape measure protein	tail	9807	2853	0.722	0.0	9807	3414.907471	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp096	216	2913	glycoside hydrolase	other	2913	182	0.463	4.271e-54	2913	325.623627	6.866339138552161e-97	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp097	541	778	tail assembly protein	tail	778	105	0.286	5.082e-27	778	273.55777	3.9791674196002255e-81	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp098	141	329	minor tail protein	tail	329	72	0.316	1.881e-17	329	55.857941	4.7247900188794144e-15	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp099	1158	4271	tail protein	tail	4271	674	0.358	4.4910000000000004e-214	4271	1245.511597	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp100	280	11585	hypothetical protein	unknown function	11585	482	0.831	8.362e-157	11585	578.250488	3.8115500484208507e-174	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp101	1412	11660	tail protein	tail	11660	2497	0.855	0.0	11660	3012.189453	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp102	69	13560	hypothetical protein	unknown function	13560	108	0.891	1.083e-31	13560	157.610291	1.184649188381718e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp103	362	2448	hypothetical protein	unknown function	2448	396	0.569	1.0539999999999999e-125	2448	293.33905	4.629977726239189e-87	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp104	213	7	endolysin	lysis	7	73	0.251	8.796e-17	7	133.056503	2.0286709254408897e-38	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp105	162	11016	membrane protein	moron, auxiliary metabolic gene and host takeover	11016	271	0.807	6.401e-86	11016	324.63855	1.789631643271171e-97	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp106	129	12081	Rz-like spanin	lysis	12081	234	0.867	5.52e-74	12081	267.53064	2.7416886799633055e-80	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp107	159	12666	holin	lysis	12666	316	0.942	6.990000000000001e-102	12666	360.401703	1.8886907205553843e-108	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp108	57	14405	hypothetical protein	unknown function	14405	109	0.894	7.884e-32	14405	136.034164	9.655336280591937e-40	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp109	266	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp110	227	135	dUTPase	DNA, RNA and nucleotide metabolism	135	104	0.395	1.907e-28	135	190.228073	1.8799829552452692e-55	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp111	477	86	ribonucleoside diphosphate reductase small subunit	DNA, RNA and nucleotide metabolism	86	221	0.383	5.489e-65	86	361.457886	1.4471400937062723e-107	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp112	935	84	ribonucleoside-diphosphate reductase large subunit	DNA, RNA and nucleotide metabolism	84	376	0.293	1.833e-115	84	543.183105	2.5456318483002453e-162	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp113	78	15781	hypothetical protein	unknown function	15781	154	0.929	3.4259999999999996e-47	15781	182.564972	2.1526962600385732e-54	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp114	115	11774	hypothetical protein	unknown function	11774	184	0.773	1.0350000000000001e-56	11774	217.462814	5.92447704662093e-65	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp115	101	11326	hypothetical protein	unknown function	11326	186	0.874	1.086e-57	11326	206.45871	1.061562383839839e-61	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp116	319	85	thymidylate synthase	DNA, RNA and nucleotide metabolism	85	66	0.265	1.156e-13	85	283.466431	9.27136194702324e-84	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp117	178	139	deoxynucleoside monophosphate kinase	other	139	90	0.281	1.7509999999999999e-22	139	177.912125	7.026229834074828e-52	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp118	420	325	Dda-like helicase	DNA, RNA and nucleotide metabolism	325	236	0.348	7.89e-70	325	338.869751	1.5843223614239451e-100	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CbK_gp119	359	9528	nucleotidyltransferase	DNA, RNA and nucleotide metabolism	9528	491	0.653	5.307e-158	9528	612.798645	4.4712783407312457e-184	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
