hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-b2760	U00096.3	2709	502	cas8e_I-E_5	1.2e-64	217.0	0.994	0.894	10	458
gene-b2760	U00096.3	2709	502	cas8e_I-E_2	1.6e-84	282.6	0.998	0.92	1	462
gene-b2760	U00096.3	2709	502	cas8e_I-E_1	3.5e-147	489.2	1.0	0.984	2	495
gene-b2761	U00096.3	2710	888	cas3HD_I_1	8.2e-29	98.8	0.98	0.244	20	236
gene-b2761	U00096.3	2710	888	cas3_I_2	3.9e-143	474.8	1.0	0.459	309	716
gene-b2761	U00096.3	2710	888	cas3_I_5	3.8000000000000005e-162	539.2	0.999	0.868	95	865
gene-b2765	U00096.3	2714	121	Dpd__QueD	1.5e-81	268.6	1.0	0.992	2	121
gene-b2777	U00096.3	2725	223	Dpd__QueE	7.3e-105	347.4	0.995	0.991	2	222
gene-b2782	U00096.3	2731	111	MazEF__MazF	3.2e-55	182.7	0.991	1.0	1	111
gene-b2783	U00096.3	2732	82	MazEF__MazE	5.1e-35	117.3	0.988	0.976	3	82
gene-b2810	U00096.3	2759	401	Dnd__DndA	7.2e-30	102.1	0.867	0.848	21	360
gene-b2812	U00096.3	2761	268	CBASS__AG_E1_ThiF	1.6999999999999999e-37	127.1	0.824	0.899	20	260
gene-b2820	U00096.3	2766	1180	Gabija__GajB_2	1e-48	164.3	0.704	0.678	17	816
gene-b3066	U00096.3	3004	581	UG6__DnaG	1.3e-34	117.7	0.817	0.489	37	320
gene-b3098	U00096.3	3036	101	Eleos__LeoC	7.2e-05	20.8	0.473	0.931	3	96
gene-b3220	U00096.3	3152	375	PD_DExK_I_II_III_IV_V_VI_1	4.1e-75	249.0	0.994	0.421	142	299
gene-b3262	U00096.3	3192	294	RM_Type_II__Type_II_MTases_FAM_12	2.2e-15	54.7	0.816	0.867	16	270
gene-b3262	U00096.3	3192	294	RM_Type_II__Type_II_MTases_FAM_8	5.499999999999999e-22	76.2	0.506	0.531	103	258
gene-b3262	U00096.3	3192	294	RM_Type_II__Type_II_MTases_FAM_26	5.3e-28	95.8	0.737	0.83	15	258
gene-b3262	U00096.3	3192	294	RM_Type_II__Type_II_MTases_FAM_9	2.2e-38	129.9	0.883	0.847	16	264
gene-b3262	U00096.3	3192	294	RM_Type_II__Type_II_MTases_FAM_3	1.5e-49	166.8	0.907	0.837	13	258
gene-b3262	U00096.3	3192	294	RM_Type_II__Type_II_MTases_FAM_1	5e-93	309.5	0.963	0.908	10	276
gene-b4473	U00096.3	3207	374	PsyrTA__PsyrA	9.8e-27	91.8	0.508	0.545	75	278
gene-b4473	U00096.3	3207	374	ShosTA__ShosA	3.5e-58	195.0	0.726	0.58	67	283
gene-b3387	U00096.3	3310	278	PD-Lambda-5__PD-Lambda-5_B	1.6e-05	22.2	0.952	0.986	2	275
gene-b3387	U00096.3	3310	278	RM_Type_II__Type_II_MTases_FAM_23	1.7e-21	74.6	0.502	0.558	86	240
gene-b3387	U00096.3	3310	278	RM_Type_II__Type_II_MTases_FAM_4	1.4e-87	291.4	0.982	0.957	2	267
gene-b3552	U00096.3	3474	219	Zorya__ZorB	2.4e-10	38.1	0.558	0.594	87	216
gene-b3778	U00096.3	3702	673	Gabija__GajB_3	2.4e-14	51.3	0.511	0.346	19	251
gene-b3778	U00096.3	3702	673	Gabija__GajB_1	1.9e-38	130.4	0.904	0.886	19	614
gene-b3778	U00096.3	3702	673	UG35__UvrD	8.3e-85	283.4	0.516	0.627	2	423
gene-b3778	U00096.3	3702	673	Gabija__GajB_2	2.8e-102	341.1	0.77	0.941	2	634
gene-b3791	U00096.3	3715	376	Veles__VlsB1	3.6e-120	399.4	0.978	0.995	2	375
gene-b3791	U00096.3	3715	376	Veles__VlsB2	1.5000000000000002e-121	404.0	0.941	0.995	1	374
gene-b3813	U00096.3	3735	720	Gabija__GajB_3	2.7e-18	64.3	0.663	0.383	24	299
gene-b3813	U00096.3	3735	720	Gabija__GajB_1	6.4e-38	128.7	0.927	0.838	14	616
gene-b3813	U00096.3	3735	720	UG35__UvrD	2.1e-82	275.4	0.527	0.596	9	437
gene-b3813	U00096.3	3735	720	Gabija__GajB_2	1.0999999999999998e-103	345.7	0.77	0.874	9	637
gene-b3822	U00096.3	3744	609	PsyrTA__PsyrT	4.1e-100	333.8	0.498	0.547	11	343
gene-b3832	U00096.3	3754	475	DRT2__RmuC	1e-110	368.3	0.98	0.928	5	445
gene-b4483	U00096.3	3761	260	Gao_Qat__QatD	1.3e-14	52.1	0.783	0.781	17	219
gene-b3863	U00096.3	3778	928	UG9__DNA_pol	3.7e-37	126.3	0.715	0.422	515	906
gene-b3992	U00096.3	3898	251	CBASS__AG_E1_ThiF	1.4e-66	222.3	0.992	0.924	9	240
gene-b4059	U00096.3	3962	178	vcrx091	2.3e-87	289.9	0.662	1.0	1	178
gene-b4162	U00096.3	4068	181	DEDDh_I_II_III_IV_V_VI_1	7.3e-12	43.7	0.956	0.867	9	165
gene-b4224	U00096.3	4126	83	MazEF__MazE	5.3e-18	62.8	1.0	1.0	1	83
gene-b4225	U00096.3	4127	116	MazEF__MazF	1.9e-17	61.2	0.919	0.931	8	115
gene-b4342	U00096.3	4240	505	Druantia_III__DruH	1.4e-106	355.6	0.427	0.943	13	488
gene-b4345	U00096.3	4241	348	RM_Type_IV__FAM_2	8.499999999999999e-137	453.8	1.0	0.997	1	347
gene-b4346	U00096.3	4243	298	RM_Type_IV__FAM_1	3.7e-149	496.4	0.679	1.396	33	448
gene-b4348	U00096.3	4245	464	RM__Type_I_S_02	8.199999999999999e-23	79.1	0.422	0.407	235	423
gene-b4348	U00096.3	4245	464	RM__Type_I_S_03	1e-45	154.9	0.868	0.935	6	439
gene-b4348	U00096.3	4245	464	RM__Type_I_S_51	3.4e-54	181.9	0.828	0.912	3	425
gene-b4348	U00096.3	4245	464	RM__Type_I_S_04	5.000000000000001e-72	241.5	0.777	0.961	4	449
gene-b4348	U00096.3	4245	464	RM__Type_I_S_52	1.8e-81	272.6	0.705	0.968	5	453
gene-b4349	U00096.3	4246	529	PrrC__EcoprrI	9.3e-22	76.2	0.708	0.677	3	360
gene-b4349	U00096.3	4246	529	RM_Type_II__Type_II_MTases_FAM_33	1.2e-37	127.9	0.632	0.648	20	362
gene-b4349	U00096.3	4246	529	RM__Type_I_MTases_FAM_0	1.2e-50	170.8	0.701	0.699	46	415
gene-b4349	U00096.3	4246	529	RM__Type_I_MTases_FAM_1	5.5e-78	260.6	0.898	0.802	10	433
gene-b4349	U00096.3	4246	529	RM__Type_I_MTases_FAM_2	4.600000000000001e-252	835.1	0.996	0.97	1	513
gene-b4350	U00096.3	4247	1170	RM__Type_I_REases_FAM_2.einsi_trimmed	0.0	1211.6	0.986	0.989	7	1163
gene-b4378	U00096.3	4274	259	Gao_Qat__QatD	3.3e-24	83.5	0.957	0.977	3	255
