Geneid	0_R1	0_R2	5_R1	5_R2	15_R1	15_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-MSMEI_RS22860	126	49	184	133	18	33	22	134	39	49	151	78	host	gene-MSMEI_RS22860
gene-MSMEI_RS22690	1	5	2	6	0	0	0	2	0	0	0	0	host	gene-MSMEI_RS22690
gene-MSMEI_RS03075	1	11	2	3	0	0	0	2	0	0	0	0	host	eccD
gene-MSMEI_RS17855	2	9	25	91	24	26	1	0	0	0	0	0	host	gene-MSMEI_RS17855
gene-MSMEI_RS31110	41	61	8	51	1	1	1	3	0	4	4	0	host	gene-MSMEI_RS31110
gene-MSMEI_RS24250	62	43	74	43	5	15	7	69	4	11	12	16	host	gene-MSMEI_RS24250
gene-MSMEI_RS30620	35	31	58	87	12	31	3	4	2	3	1	2	host	furA3
gene-MSMEI_RS08890	6	18	0	2	3	0	0	0	1	1	0	0	host	gene-MSMEI_RS08890
gene-MSMEI_RS18800	0	3	0	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS18800
gene-MSMEI_RS07160	17	15	1	9	1	1	0	2	0	0	0	3	host	gene-MSMEI_RS07160
gene-MSMEI_RS04405	7	21	2	5	1	1	1	1	0	0	2	0	host	gene-MSMEI_RS04405
gene-MSMEI_RS16365	14	9	4	7	3	7	0	0	0	0	0	2	host	gene-MSMEI_RS16365
gene-MSMEI_RS00110	0	4	1	9	3	10	0	0	0	0	0	1	host	panD
gene-MSMEI_RS13615	34	45	6	25	2	4	0	2	0	1	1	0	host	gene-MSMEI_RS13615
gene-MSMEI_RS13710	7	13	5	16	5	3	0	1	1	0	0	0	host	gene-MSMEI_RS13710
gene-MSMEI_RS07305	52	70	25	61	12	9	2	8	4	5	4	0	host	sppA
gene-MSMEI_RS12645	1	6	0	0	0	1	0	0	0	1	0	0	host	gene-MSMEI_RS12645
gene-MSMEI_RS17715	14	16	1	1	3	2	0	1	0	0	0	0	host	thpA
gene-MSMEI_RS17075	5	13	8	9	0	0	0	1	2	2	1	0	host	gene-MSMEI_RS17075
gene-MSMEI_RS16240	10	3	5	4	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS16240
gene-MSMEI_RS26090	4	16	6	24	0	7	0	3	0	1	1	0	host	gene-MSMEI_RS26090
gene-MSMEI_RS33335	3	9	0	4	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS33335
gene-MSMEI_RS16645	5	25	1	14	2	1	0	1	1	1	2	0	host	gene-MSMEI_RS16645
gene-MSMEI_RS12820	6	21	9	63	12	31	0	2	0	0	0	0	host	gene-MSMEI_RS12820
gene-MSMEI_RS22435	48	47	4	8	3	1	0	2	1	0	1	1	host	gene-MSMEI_RS22435
gene-MSMEI_RS06200	56	91	14	42	2	27	2	14	4	2	7	18	host	gene-MSMEI_RS06200
gene-MSMEI_RS02985	2	10	0	2	0	0	0	0	0	1	0	1	host	gene-MSMEI_RS02985
gene-MSMEI_RS21190	211	233	32	62	10	23	6	19	6	13	5	12	host	aceE
gene-MSMEI_RS00065	3	3	2	7	0	4	1	1	1	0	0	1	host	gene-MSMEI_RS00065
gene-MSMEI_RS06895	17	27	4	16	2	6	0	2	2	0	1	0	host	gene-MSMEI_RS06895
gene-MSMEI_RS03220	1	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS03220
gene-MSMEI_RS01690	1	1	0	3	1	1	0	0	0	0	0	0	host	gene-MSMEI_RS01690
gene-MSMEI_RS24765	10	16	3	4	1	0	0	0	0	1	0	4	host	gene-MSMEI_RS24765
gene-MSMEI_RS09370	0	1	2	2	1	1	0	0	0	0	0	0	host	gene-MSMEI_RS09370
gene-MSMEI_RS10225	2	5	4	4	1	1	0	0	1	0	1	0	host	gene-MSMEI_RS10225
gene-MSMEI_RS30105	29	91	7	20	2	6	1	6	3	1	2	1	host	gene-MSMEI_RS30105
gene-MSMEI_RS12360	10	15	28	27	0	3	0	7	2	1	5	0	host	gene-MSMEI_RS12360
gene-MSMEI_RS16640	3	8	0	7	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS16640
gene-MSMEI_RS09060	37	57	11	40	2	3	0	2	3	3	3	1	host	gene-MSMEI_RS09060
gene-MSMEI_RS24760	16	67	3	13	3	2	4	2	2	1	0	1	host	gene-MSMEI_RS24760
gene-MSMEI_RS28080	3	5	0	3	1	4	0	0	1	1	0	0	host	gene-MSMEI_RS28080
gene-MSMEI_RS04755	3	11	3	6	0	1	0	0	0	0	0	2	host	gene-MSMEI_RS04755
gene-MSMEI_RS08270	94	178	39	135	15	33	4	16	13	8	7	2	host	sdhA
gene-MSMEI_RS14030	0	2	1	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14030
gene-MSMEI_RS02380	4	1	3	4	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS02380
gene-MSMEI_RS33130	33	7	8	9	0	2	0	0	0	0	0	0	host	gene-MSMEI_RS33130
gene-MSMEI_RS03375	22	20	5	8	2	0	0	0	0	0	0	1	host	gene-MSMEI_RS03375
gene-MSMEI_RS16715	6	11	1	12	1	4	0	0	0	0	0	0	host	gene-MSMEI_RS16715
gene-MSMEI_RS35790	22	8	0	8	1	3	0	0	0	0	0	0	host	gene-MSMEI_RS35790
gene-MSMEI_RS22090	0	2	0	3	2	5	0	0	0	0	0	0	host	gene-MSMEI_RS22090
gene-MSMEI_RS22915	45	31	40	93	14	26	0	0	0	1	0	1	host	gene-MSMEI_RS22915
gene-MSMEI_RS10530	3	4	1	1	2	1	0	0	0	0	0	0	host	crcB
gene-MSMEI_RS26835	40	41	8	22	1	5	2	5	1	1	1	1	host	gene-MSMEI_RS26835
gene-MSMEI_RS04090	61	119	20	52	2	4	0	2	0	0	0	0	host	thiD
gene-MSMEI_RS00325	61	106	0	7	4	2	0	4	4	4	1	2	host	gene-MSMEI_RS00325
gene-MSMEI_RS30680	19	23	1	11	1	8	2	2	0	0	0	2	host	gene-MSMEI_RS30680
gene-MSMEI_RS17325	0	5	1	1	1	1	0	1	0	0	0	0	host	gene-MSMEI_RS17325
gene-MSMEI_RS32805	4	17	1	5	0	0	0	0	1	0	1	1	host	gene-MSMEI_RS32805
gene-MSMEI_RS17680	0	1	1	0	0	3	0	0	0	0	0	0	host	gene-MSMEI_RS17680
gene-MSMEI_RS08335	49	62	30	64	4	9	0	4	1	6	0	1	host	satS
gene-MSMEI_RS33475	0	1	3	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS33475
gene-MSMEI_RS35890	6	5	1	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS35890
gene-MSMEI_RS12755	42	50	11	14	0	2	0	2	0	1	0	0	host	gene-MSMEI_RS12755
gene-MSMEI_RS36150	1	3	4	3	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS36150
gene-MSMEI_RS10920	0	0	0	0	2	1	0	0	0	0	0	1	host	gene-MSMEI_RS10920
gene-MSMEI_RS10710	8	27	2	15	2	4	1	4	0	0	1	2	host	gene-MSMEI_RS10710
gene-MSMEI_RS24750	16	86	6	44	4	11	3	5	2	2	0	2	host	gene-MSMEI_RS24750
gene-MSMEI_RS22400	9	20	3	10	6	5	2	3	0	0	0	0	host	gene-MSMEI_RS22400
gene-MSMEI_RS06150	127	219	10	39	8	23	5	9	5	8	3	3	host	gene-MSMEI_RS06150
gene-MSMEI_RS06755	961	899	23	112	42	52	23	65	21	46	7	11	host	rplJ
gene-MSMEI_RS04715	210	261	39	95	10	16	8	29	8	14	16	9	host	gene-MSMEI_RS04715
gene-MSMEI_RS05075	133	162	55	172	20	42	4	23	9	15	13	12	host	gene-MSMEI_RS05075
gene-MSMEI_RS01115	3	18	4	1	1	0	0	0	0	0	0	1	host	gene-MSMEI_RS01115
gene-MSMEI_RS30645	2	4	0	0	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS30645
gene-MSMEI_RS33895	5	10	7	11	0	1	0	4	0	0	0	0	host	gene-MSMEI_RS33895
gene-MSMEI_RS33015	5	8	3	0	1	0	0	2	0	0	0	0	host	gene-MSMEI_RS33015
gene-MSMEI_RS10955	4	4	4	5	1	0	0	2	0	3	0	2	host	gene-MSMEI_RS10955
gene-MSMEI_RS17380	4	18	3	5	0	1	0	1	0	0	2	0	host	gene-MSMEI_RS17380
gene-MSMEI_RS00545	15	52	7	16	1	1	3	3	5	0	0	0	host	gene-MSMEI_RS00545
gene-MSMEI_RS14480	10	13	4	10	3	5	0	1	0	0	0	0	host	gene-MSMEI_RS14480
gene-MSMEI_RS26605	60	80	19	78	16	32	0	9	3	3	1	3	host	metG
gene-MSMEI_RS10415	15	18	7	13	0	2	0	2	0	0	1	0	host	gene-MSMEI_RS10415
gene-MSMEI_RS23890	1	1	1	1	0	0	0	2	1	0	0	1	host	gene-MSMEI_RS23890
gene-MSMEI_RS01210	64	85	3	31	8	46	1	7	0	0	0	0	host	gene-MSMEI_RS01210
gene-MSMEI_RS23075	7	26	19	90	26	39	0	1	0	0	2	0	host	gene-MSMEI_RS23075
gene-MSMEI_RS13355	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS13355
gene-MSMEI_RS17550	276	262	16	37	7	20	1	12	1	2	1	1	host	bfr
gene-MSMEI_RS33965	113	104	25	84	4	15	2	17	4	18	9	6	host	gene-MSMEI_RS33965
gene-MSMEI_RS04230	6	12	2	7	0	1	0	1	1	0	0	0	host	gene-MSMEI_RS04230
gene-MSMEI_RS21140	13	12	10	29	2	3	0	1	0	1	2	0	host	gene-MSMEI_RS21140
gene-MSMEI_RS20870	83	101	16	32	6	8	0	1	8	8	12	5	host	ripC
gene-MSMEI_RS24810	122	137	41	60	9	18	2	4	3	3	8	1	host	rseA
gene-MSMEI_RS17250	2	9	0	0	1	1	0	1	2	0	0	0	host	gene-MSMEI_RS17250
gene-MSMEI_RS25490	12	23	3	7	1	2	0	0	1	1	0	0	host	gene-MSMEI_RS25490
gene-MSMEI_RS04480	26	55	22	53	9	25	2	3	1	0	0	4	host	gene-MSMEI_RS04480
gene-MSMEI_RS10305	10	9	3	8	3	2	0	1	0	0	1	2	host	gene-MSMEI_RS10305
gene-MSMEI_RS30420	201	306	20	130	13	33	0	3	5	1	0	0	host	gene-MSMEI_RS30420
gene-MSMEI_RS35405	4	12	0	11	1	2	0	1	0	1	1	0	host	gene-MSMEI_RS35405
gene-MSMEI_RS33630	1	2	0	3	0	2	0	0	0	0	0	0	host	gene-MSMEI_RS33630
gene-MSMEI_RS35690	0	0	0	2	0	2	0	1	0	0	0	0	host	gene-MSMEI_RS35690
gene-MSMEI_RS19745	5	8	1	8	0	0	0	5	0	1	0	1	host	gene-MSMEI_RS19745
gene-MSMEI_RS29145	6	7	0	1	0	2	0	0	0	0	0	0	host	gene-MSMEI_RS29145
gene-MSMEI_RS32740	1	11	0	1	1	1	0	0	0	0	0	0	host	gabT
gene-MSMEI_RS26920	5	5	2	5	1	1	0	1	0	1	0	2	host	gene-MSMEI_RS26920
gene-MSMEI_RS22260	1	0	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS22260
gene-MSMEI_RS31705	1	6	1	2	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS31705
gene-MSMEI_RS31195	15	22	3	7	1	5	2	4	2	2	0	1	host	gene-MSMEI_RS31195
gene-MSMEI_RS00625	1	1	1	1	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS00625
gene-MSMEI_RS14140	0	0	1	0	0	0	0	0	1	0	0	0	host	gene-MSMEI_RS14140
gene-MSMEI_RS14175	1	2	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14175
gene-MSMEI_RS06115	0	0	0	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS06115
gene-MSMEI_RS26925	29	37	10	70	11	11	2	1	1	3	0	2	host	gene-MSMEI_RS26925
gene-MSMEI_RS00390	16	44	2	21	2	4	1	3	2	1	0	2	host	gene-MSMEI_RS00390
gene-MSMEI_RS01295	0	0	0	3	1	7	0	0	0	0	0	0	host	gene-MSMEI_RS01295
gene-MSMEI_RS15840	33	17	9	21	3	2	1	3	0	0	3	2	host	gene-MSMEI_RS15840
gene-MSMEI_RS20580	15	20	3	10	2	6	1	2	0	2	0	0	host	gene-MSMEI_RS20580
gene-MSMEI_RS10545	10	15	1	14	1	1	0	9	5	32	0	4	host	gene-MSMEI_RS10545
gene-MSMEI_RS28975	6	6	1	1	1	0	0	1	0	0	1	0	host	gene-MSMEI_RS28975
gene-MSMEI_RS07565	21	32	7	9	2	6	0	1	0	1	0	2	host	gene-MSMEI_RS07565
gene-MSMEI_RS13600	19	7	2	4	1	1	0	3	0	2	0	2	host	gene-MSMEI_RS13600
gene-MSMEI_RS05655	1	6	1	3	2	1	3	2	0	0	0	0	host	gene-MSMEI_RS05655
gene-MSMEI_RS18550	75	37	3	6	0	5	0	4	1	3	5	2	host	gene-MSMEI_RS18550
gene-MSMEI_RS17120	20	30	12	16	0	9	1	5	4	1	3	2	host	gene-MSMEI_RS17120
gene-MSMEI_RS14525	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14525
gene-MSMEI_RS05635	1	4	1	0	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS05635
gene-MSMEI_RS17525	4	9	0	4	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS17525
gene-PBI_KAMPY_78	0	0	29	231	2265	5064	404	669	42	82	1130	1014	phage	78
gene-MSMEI_RS17310	1	3	1	2	0	3	0	0	1	0	0	0	host	gene-MSMEI_RS17310
gene-MSMEI_RS35445	2	0	1	0	0	2	0	0	0	0	0	0	host	gene-MSMEI_RS35445
gene-MSMEI_RS16360	53	41	6	16	9	15	0	0	0	0	0	1	host	gene-MSMEI_RS16360
gene-MSMEI_RS22290	4	9	2	6	0	2	0	1	0	1	0	0	host	gene-MSMEI_RS22290
gene-MSMEI_RS14120	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14120
gene-MSMEI_RS30195	2	1	0	3	0	0	0	1	0	0	0	0	host	gene-MSMEI_RS30195
gene-MSMEI_RS11100	0	0	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS11100
gene-MSMEI_RS11940	113	66	3	25	3	4	4	2	0	1	1	2	host	gene-MSMEI_RS11940
gene-MSMEI_RS08135	8	13	3	10	3	3	0	2	0	0	0	2	host	gene-MSMEI_RS08135
gene-MSMEI_RS04490	11	13	3	8	0	5	1	3	1	1	1	3	host	ramB
gene-MSMEI_RS18845	1136	1026	336	1589	296	470	53	157	69	76	39	58	host	rpsA
gene-MSMEI_RS17580	3	2	0	1	1	0	0	0	0	0	0	0	host	gene-MSMEI_RS17580
gene-MSMEI_RS30445	8	14	5	4	0	0	0	0	0	0	2	0	host	gene-MSMEI_RS30445
gene-MSMEI_RS25985	2	0	0	2	0	0	0	0	0	0	1	0	host	gene-MSMEI_RS25985
gene-MSMEI_RS03130	14	29	8	23	1	2	0	2	3	1	0	0	host	gene-MSMEI_RS03130
gene-MSMEI_RS25735	27	29	14	19	0	4	0	7	0	2	0	2	host	gene-MSMEI_RS25735
gene-MSMEI_RS31740	4	15	4	9	0	0	0	3	1	0	0	0	host	gene-MSMEI_RS31740
gene-MSMEI_RS05430	77	115	13	12	0	1	1	2	1	1	2	1	host	fadD8
gene-MSMEI_RS33375	7	8	0	6	13	2	0	2	0	2	1	0	host	gene-MSMEI_RS33375
gene-MSMEI_RS06135	10	29	9	28	3	7	6	9	4	9	2	9	host	gene-MSMEI_RS06135
gene-MSMEI_RS20120	1	2	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS20120
gene-MSMEI_RS03675	8	10	3	3	0	0	0	2	0	0	1	2	host	gene-MSMEI_RS03675
gene-MSMEI_RS36020	0	2	0	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS36020
gene-MSMEI_RS06985	3	5	0	0	0	0	0	0	0	0	1	0	host	gene-MSMEI_RS06985
gene-MSMEI_RS29670	7	18	4	12	2	0	1	1	0	0	0	1	host	gene-MSMEI_RS29670
gene-MSMEI_RS27005	0	8	1	1	1	0	1	0	0	0	0	0	host	gene-MSMEI_RS27005
gene-MSMEI_RS31985	0	0	0	0	0	1	0	0	0	0	0	0	host	gene-MSMEI_RS31985
gene-MSMEI_RS11585	1	0	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS11585
gene-MSMEI_RS03475	18	27	4	7	1	4	0	0	0	1	2	0	host	gene-MSMEI_RS03475
gene-MSMEI_RS04495	0	1	0	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS04495
gene-MSMEI_RS14460	36	57	12	23	1	6	0	4	2	1	1	1	host	tesB
gene-MSMEI_RS07705	413	422	35	320	75	227	14	48	28	24	18	18	host	rplM
gene-MSMEI_RS07520	313	418	31	160	57	136	18	71	24	33	9	22	host	infA
gene-MSMEI_RS18235	0	2	2	6	1	0	0	0	0	1	0	0	host	gene-MSMEI_RS18235
gene-MSMEI_RS18145	19	53	6	25	3	4	0	0	0	1	1	1	host	gene-MSMEI_RS18145
gene-MSMEI_RS32505	5	15	4	13	7	16	0	1	1	1	0	0	host	gene-MSMEI_RS32505
gene-MSMEI_RS35460	1	0	0	4	0	1	0	1	0	0	0	0	host	gene-MSMEI_RS35460
gene-MSMEI_RS13210	15	18	4	6	1	1	0	0	1	0	1	1	host	gene-MSMEI_RS13210
gene-MSMEI_RS25050	133	232	38	97	21	31	10	19	6	5	1	7	host	fdxA
gene-MSMEI_RS14155	0	1	1	0	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS14155
gene-MSMEI_RS03855	12	6	2	4	1	0	0	0	0	0	0	0	host	fabG
gene-MSMEI_RS31765	6	7	2	6	1	3	0	1	0	0	1	0	host	gene-MSMEI_RS31765
gene-MSMEI_RS10630	2	9	4	1	0	0	0	1	0	0	0	1	host	gene-MSMEI_RS10630
gene-MSMEI_RS11830	2	2	1	4	0	0	0	1	0	0	0	1	host	gene-MSMEI_RS11830
gene-MSMEI_RS32670	1	0	0	2	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS32670
gene-MSMEI_RS30765	135	166	31	91	8	17	3	13	4	5	0	2	host	gene-MSMEI_RS30765
gene-MSMEI_RS02270	17	22	4	10	0	5	0	1	0	0	0	2	host	gene-MSMEI_RS02270
gene-MSMEI_RS14900	23	26	2	9	0	1	1	2	2	4	1	3	host	ruvX
gene-MSMEI_RS00710	19	30	3	7	0	0	0	2	2	0	0	0	host	gene-MSMEI_RS00710
gene-MSMEI_RS23950	54	58	3	13	3	6	1	4	2	1	1	3	host	gene-MSMEI_RS23950
gene-MSMEI_RS24370	3	10	0	1	0	3	1	0	0	1	0	0	host	gene-MSMEI_RS24370
gene-MSMEI_RS02195	0	5	0	1	0	1	0	4	0	0	0	0	host	gene-MSMEI_RS02195
gene-MSMEI_RS13830	0	4	0	7	0	0	0	0	0	0	0	0	host	gene-MSMEI_RS13830
gene-MSMEI_RS09685	2	4	2	2	0	0	0	0	0	1	0	0	host	gene-MSMEI_RS09685
gene-MSMEI_RS31145	12	19	9	25	6	10	1	3	1	2	0	3	host	gene-MSMEI_RS31145
gene-MSMEI_RS15485	9	22	1	5	1	3	0	1	0	0	0	0	host	ripB
