	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	ClassThreshold	ClassMax
15	NC_002505.1	RefSeq	gene	15294.0	16550.0	.	-	.	gene-VC_RS00080	VC_RS00080	Gene	protein_coding	VC_RS00080	gene-VC_RS00080	valine--pyruvate transaminase	None	None
16	NC_002505.1	RefSeq	gene	16869.0	18935.0	.	-	.	gene-VC_RS00085	glyS	Gene	protein_coding	VC_RS00085	glyS	glycine--tRNA ligase subunit beta	None	None
17	NC_002505.1	RefSeq	gene	18950.0	19867.0	.	-	.	gene-VC_RS00090	glyQ	Gene	protein_coding	VC_RS00090	glyQ	glycine--tRNA ligase subunit alpha	None	None
18	NC_002505.1	RefSeq	gene	20283.0	20837.0	.	+	.	gene-VC_RS00095	VC_RS00095	Gene	protein_coding	VC_RS00095	gene-VC_RS00095	TMEM165/GDT1 family protein	None	None
19	NC_002505.1	RefSeq	gene	20943.0	21200.0	.	+	.	gene-VC_RS00100	VC_RS00100	Gene	protein_coding	VC_RS00100	gene-VC_RS00100	hypothetical protein	None	None
20	NC_002505.1	RefSeq	gene	21287.0	21535.0	.	-	.	gene-VC_RS00105	tusA	Gene	protein_coding	VC_RS00105	tusA	sulfurtransferase TusA	None	None
21	NC_002505.1	RefSeq	gene	21671.0	21856.0	.	+	.	gene-VC_RS00110	VC_RS00110	Gene	protein_coding	VC_RS00110	gene-VC_RS00110	hypothetical protein	None	None
22	NC_002505.1	RefSeq	gene	22028.0	23008.0	.	-	.	gene-VC_RS00115	VC_RS00115	Gene	protein_coding	VC_RS00115	gene-VC_RS00115	MDR family oxidoreductase	None	None
23	NC_002505.1	RefSeq	gene	23256.0	24788.0	.	-	.	gene-VC_RS00120	ilvA	Gene	protein_coding	VC_RS00120	ilvA	threonine ammonia-lyase%2C biosynthetic	None	None
24	NC_002505.1	RefSeq	gene	24792.0	26633.0	.	-	.	gene-VC_RS00125	ilvD	Gene	protein_coding	VC_RS00125	ilvD	dihydroxy-acid dehydratase	None	None
25	NC_002505.1	RefSeq	gene	26643.0	27581.0	.	-	.	gene-VC_RS00130	ilvE	Gene	protein_coding	VC_RS00130	ilvE	branched-chain-amino-acid transaminase	None	None
26	NC_002505.1	RefSeq	gene	27593.0	27877.0	.	-	.	gene-VC_RS00135	ilvM	Gene	protein_coding	VC_RS00135	ilvM	acetolactate synthase 2 small subunit	None	None
27	NC_002505.1	RefSeq	gene	27889.0	29535.0	.	-	.	gene-VC_RS00140	ilvG	Gene	protein_coding	VC_RS00140	ilvG	acetolactate synthase 2 catalytic subunit	None	None
28	NC_002505.1	RefSeq	gene	30069.0	31592.0	.	+	.	gene-VC_RS00145	VC_RS00145	Gene	protein_coding	VC_RS00145	gene-VC_RS00145	YifB family Mg chelatase-like AAA ATPase	None	None
29	NC_002505.1	RefSeq	gene	31682.0	32566.0	.	+	.	gene-VC_RS00150	VC_RS00150	Gene	protein_coding	VC_RS00150	gene-VC_RS00150	acyltransferase	None	None
30	NC_002505.1	RefSeq	gene	32644.0	33246.0	.	-	.	gene-VC_RS00155	VC_RS00155	Gene	protein_coding	VC_RS00155	gene-VC_RS00155	thiol:disulfide interchange protein DsbA/DsbL	None	None
31	NC_002505.1	RefSeq	gene	33277.0	34263.0	.	-	.	gene-VC_RS00160	VC_RS00160	Gene	protein_coding	VC_RS00160	gene-VC_RS00160	serine/threonine protein kinase	None	None
32	NC_002505.1	RefSeq	gene	34311.0	35735.0	.	-	.	gene-VC_RS00165	ccoG	Gene	protein_coding	VC_RS00165	ccoG	cytochrome c oxidase accessory protein CcoG	None	None
33	NC_002505.1	RefSeq	gene	36152.0	36418.0	.	-	.	gene-VC_RS00170	VC_RS00170	Gene	protein_coding	VC_RS00170	gene-VC_RS00170	YihD family protein	None	None
34	NC_002505.1	RefSeq	gene	36979.0	37770.0	.	+	.	gene-VC_RS00175	VC_RS00175	Gene	protein_coding	VC_RS00175	gene-VC_RS00175	sporulation protein	None	None
35	NC_002505.1	RefSeq	gene	37854.0	38495.0	.	+	.	gene-VC_RS00180	VC_RS00180	Gene	protein_coding	VC_RS00180	gene-VC_RS00180	PAQR family membrane homeostasis protein TrhA	None	None
36	NC_002505.1	RefSeq	gene	38534.0	39091.0	.	-	.	gene-VC_RS00185	VC_RS00185	Gene	protein_coding	VC_RS00185	gene-VC_RS00185	DUF3157 family protein	None	None
37	NC_002505.1	RefSeq	gene	39103.0	40548.0	.	-	.	gene-VC_RS00190	VC_RS00190	Gene	protein_coding	VC_RS00190	gene-VC_RS00190	TrkH family potassium uptake protein	None	None
38	NC_002505.1	RefSeq	gene	40560.0	41936.0	.	-	.	gene-VC_RS00195	trkA	Gene	protein_coding	VC_RS00195	trkA	Trk system potassium transporter TrkA	None	None
39	NC_002505.1	RefSeq	gene	41998.0	43278.0	.	-	.	gene-VC_RS00200	rsmB	Gene	protein_coding	VC_RS00200	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	None	None
40	NC_002505.1	RefSeq	gene	43334.0	44281.0	.	-	.	gene-VC_RS00205	fmt	Gene	protein_coding	VC_RS00205	fmt	methionyl-tRNA formyltransferase	None	None
41	NC_002505.1	RefSeq	gene	44299.0	44808.0	.	-	.	gene-VC_RS00210	def	Gene	protein_coding	VC_RS00210	def	peptide deformylase	None	None
42	NC_002505.1	RefSeq	gene	44948.0	46075.0	.	+	.	gene-VC_RS00215	VC_RS00215	Gene	protein_coding	VC_RS00215	gene-VC_RS00215	LysM peptidoglycan-binding domain-containing protein	None	None
43	NC_002505.1	RefSeq	gene	46075.0	47190.0	.	+	.	gene-VC_RS00220	dprA	Gene	protein_coding	VC_RS00220	dprA	DNA-processing protein DprA	None	None
44	NC_002505.1	RefSeq	gene	47193.0	47669.0	.	+	.	gene-VC_RS00225	VC_RS00225	Gene	protein_coding	VC_RS00225	gene-VC_RS00225	DUF494 family protein	None	None
45	NC_002505.1	RefSeq	gene	47685.0	48251.0	.	+	.	gene-VC_RS00230	VC_RS00230	Gene	protein_coding	VC_RS00230	gene-VC_RS00230	type I DNA topoisomerase	None	None
46	NC_002505.1	RefSeq	gene	48324.0	49457.0	.	-	.	gene-VC_RS00235	VC_RS00235	Gene	protein_coding	VC_RS00235	gene-VC_RS00235	5-(carboxyamino)imidazole ribonucleotide synthase	None	None
47	NC_002505.1	RefSeq	gene	49461.0	49946.0	.	-	.	gene-VC_RS00240	purE	Gene	protein_coding	VC_RS00240	purE	5-(carboxyamino)imidazole ribonucleotide mutase	None	None
48	NC_002505.1	RefSeq	gene	50113.0	50670.0	.	+	.	gene-VC_RS00245	VC_RS00245	Gene	protein_coding	VC_RS00245	gene-VC_RS00245	L-threonylcarbamoyladenylate synthase	None	None
49	NC_002505.1	RefSeq	gene	50689.0	51606.0	.	+	.	gene-VC_RS00250	hemF	Gene	protein_coding	VC_RS00250	hemF	oxygen-dependent coproporphyrinogen oxidase	None	None
50	NC_002505.1	RefSeq	gene	51668.0	52504.0	.	+	.	gene-VC_RS00255	aroE	Gene	protein_coding	VC_RS00255	aroE	shikimate dehydrogenase	None	None
51	NC_002505.1	RefSeq	gene	52501.0	52776.0	.	+	.	gene-VC_RS00260	VC_RS00260	Gene	protein_coding	VC_RS00260	gene-VC_RS00260	DUF1488 domain-containing protein	None	None
52	NC_002505.1	RefSeq	gene	52757.0	53308.0	.	-	.	gene-VC_RS00265	VC_RS00265	Gene	protein_coding	VC_RS00265	gene-VC_RS00265	gamma carbonic anhydrase family protein	None	None
53	NC_002505.1	RefSeq	gene	53497.0	53637.0	.	+	.	gene-VC_RS18595	VC_RS18595	Gene	protein_coding	VC_RS18595	gene-VC_RS18595	hypothetical protein	None	None
54	NC_002505.1	RefSeq	gene	53816.0	55358.0	.	+	.	gene-VC_RS00270	VC_RS00270	Gene	rRNA	VC_RS00270	gene-VC_RS00270	16S ribosomal RNA		
55	NC_002505.1	RefSeq	gene	55421.0	55496.0	.	+	.	gene-VC_RS00275	VC_RS00275	Gene	tRNA	VC_RS00275	gene-VC_RS00275	tRNA-Ala	None	None
56	NC_002505.1	RefSeq	gene	55784.0	58670.0	.	+	.	gene-VC_RS00280	VC_RS00280	Gene	rRNA	VC_RS00280	gene-VC_RS00280	23S ribosomal RNA		
57	NC_002505.1	RefSeq	gene	58800.0	58915.0	.	+	.	gene-VC_RS00285	rrf	Gene	rRNA	VC_RS00285	rrf	5S ribosomal RNA		
58	NC_002505.1	RefSeq	gene	58941.0	59017.0	.	+	.	gene-VC_RS00290	VC_RS00290	Gene	tRNA	VC_RS00290	gene-VC_RS00290	tRNA-Asp	None	None
59	NC_002505.1	RefSeq	gene	59047.0	59123.0	.	+	.	gene-VC_RS00295	VC_RS00295	Gene	tRNA	VC_RS00295	gene-VC_RS00295	tRNA-Trp	None	None
60	NC_002505.1	RefSeq	gene	59356.0	59736.0	.	+	.	gene-VC_RS00300	crcB	Gene	protein_coding	VC_RS00300	crcB	fluoride efflux transporter CrcB	None	None
61	NC_002505.1	RefSeq	gene	59988.0	61925.0	.	+	.	gene-VC_RS00305	thiC	Gene	protein_coding	VC_RS00305	thiC	phosphomethylpyrimidine synthase ThiC	None	None
62	NC_002505.1	RefSeq	gene	61929.0	63251.0	.	+	.	gene-VC_RS00310	VC_RS00310	Gene	protein_coding	VC_RS00310	gene-VC_RS00310	thiamine phosphate synthase	None	None
63	NC_002505.1	RefSeq	gene	63238.0	64014.0	.	+	.	gene-VC_RS00315	thiF	Gene	protein_coding	VC_RS00315	thiF	thiazole biosynthesis adenylyltransferase ThiF	None	None
64	NC_002505.1	RefSeq	gene	64014.0	64214.0	.	+	.	gene-VC_RS00320	thiS	Gene	protein_coding	VC_RS00320	thiS	sulfur carrier protein ThiS	None	None
65	NC_002505.1	RefSeq	gene	64220.0	64990.0	.	+	.	gene-VC_RS00325	VC_RS00325	Gene	protein_coding	VC_RS00325	gene-VC_RS00325	thiazole synthase	None	None
66	NC_002505.1	RefSeq	gene	64987.0	66099.0	.	+	.	gene-VC_RS00330	thiH	Gene	protein_coding	VC_RS00330	thiH	2-iminoacetate synthase ThiH	None	None
67	NC_002505.1	RefSeq	gene	66324.0	68117.0	.	-	.	gene-VC_RS00335	VC_RS00335	Gene	protein_coding	VC_RS00335	gene-VC_RS00335	aminopeptidase P family protein	None	None
68	NC_002505.1	RefSeq	gene	68250.0	69191.0	.	-	.	gene-VC_RS00340	VC_RS00340	Gene	protein_coding	VC_RS00340	gene-VC_RS00340	LysR substrate-binding domain-containing protein	None	None
69	NC_002505.1	RefSeq	gene	69308.0	70498.0	.	+	.	gene-VC_RS00345	VC_RS00345	Gene	protein_coding	VC_RS00345	gene-VC_RS00345	multidrug effflux MFS transporter	None	None
70	NC_002505.1	RefSeq	gene	70602.0	70886.0	.	+	.	gene-VC_RS00350	VC_RS00350	Gene	protein_coding	VC_RS00350	gene-VC_RS00350	hypothetical protein	None	None
71	NC_002505.1	RefSeq	gene	70975.0	71436.0	.	-	.	gene-VC_RS00355	asnC	Gene	protein_coding	VC_RS00355	asnC	transcriptional regulator AsnC	None	None
72	NC_002505.1	RefSeq	gene	71662.0	73818.0	.	+	.	gene-VC_RS00360	VC_RS00360	Gene	protein_coding	VC_RS00360	gene-VC_RS00360	EAL domain-containing protein	None	None
73	NC_002505.1	RefSeq	gene	73878.0	74663.0	.	+	.	gene-VC_RS00365	VC_RS00365	Gene	protein_coding	VC_RS00365	gene-VC_RS00365	class I SAM-dependent methyltransferase	None	None
74	NC_002505.1	RefSeq	gene	74787.0	75170.0	.	+	.	gene-VC_RS00370	VC_RS00370	Gene	protein_coding	VC_RS00370	gene-VC_RS00370	hypothetical protein	None	None
75	NC_002505.1	RefSeq	gene	75266.0	76153.0	.	-	.	gene-VC_RS00375	VC_RS00375	Gene	protein_coding	VC_RS00375	gene-VC_RS00375	carboxylate/amino acid/amine transporter	None	None
76	NC_002505.1	RefSeq	gene	76210.0	76635.0	.	-	.	gene-VC_RS00380	uspA	Gene	protein_coding	VC_RS00380	uspA	universal stress protein UspA	None	None
77	NC_002505.1	RefSeq	gene	76800.0	77327.0	.	+	.	gene-VC_RS00385	ftnA	Gene	protein_coding	VC_RS00385	ftnA	non-heme ferritin	None	None
78	NC_002505.1	RefSeq	gene	77403.0	77726.0	.	+	.	gene-VC_RS00390	uspB	Gene	protein_coding	VC_RS00390	uspB	universal stress protein UspB	None	None
79	NC_002505.1	RefSeq	gene	77868.0	79055.0	.	+	.	gene-VC_RS00395	VC_RS00395	Gene	protein_coding	VC_RS00395	gene-VC_RS00395	NAD(P)/FAD-dependent oxidoreductase	None	None
80	NC_002505.1	RefSeq	gene	79052.0	79963.0	.	-	.	gene-VC_RS00400	VC_RS00400	Gene	protein_coding	VC_RS00400	gene-VC_RS00400	DMT family transporter	None	None
81	NC_002505.1	RefSeq	gene	80086.0	81618.0	.	+	.	gene-VC_RS00405	rmuC	Gene	protein_coding	VC_RS00405	rmuC	DNA recombination protein RmuC	None	None
82	NC_002505.1	RefSeq	gene	81663.0	82445.0	.	+	.	gene-VC_RS00410	ubiE	Gene	protein_coding	VC_RS00410	ubiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE	None	None
83	NC_002505.1	RefSeq	gene	82472.0	83077.0	.	+	.	gene-VC_RS00415	VC_RS00415	Gene	protein_coding	VC_RS00415	gene-VC_RS00415	ubiquinone biosynthesis accessory factor UbiJ	None	None
84	NC_002505.1	RefSeq	gene	83074.0	84708.0	.	+	.	gene-VC_RS00420	ubiB	Gene	protein_coding	VC_RS00420	ubiB	ubiquinone biosynthesis regulatory protein kinase UbiB	None	None
85	NC_002505.1	RefSeq	gene	84768.0	85016.0	.	+	.	gene-VC_RS00425	tatA	Gene	protein_coding	VC_RS00425	tatA	Sec-independent protein translocase subunit TatA	None	None
86	NC_002505.1	RefSeq	gene	85020.0	85421.0	.	+	.	gene-VC_RS00430	tatB	Gene	protein_coding	VC_RS00430	tatB	Sec-independent protein translocase protein TatB	None	None
87	NC_002505.1	RefSeq	gene	85510.0	86262.0	.	+	.	gene-VC_RS00435	tatC	Gene	protein_coding	VC_RS00435	tatC	twin-arginine translocase subunit TatC	None	None
88	NC_002505.1	RefSeq	gene	86574.0	87575.0	.	+	.	gene-VC_RS00440	VC_RS00440	Gene	protein_coding	VC_RS00440	gene-VC_RS00440	cytochrome-c peroxidase	None	None
89	NC_002505.1	RefSeq	gene	87681.0	89036.0	.	-	.	gene-VC_RS00445	dinF	Gene	protein_coding	VC_RS00445	dinF	MATE family efflux transporter DinF	None	None
90	NC_002505.1	RefSeq	gene	89116.0	89928.0	.	-	.	gene-VC_RS00450	VC_RS00450	Gene	protein_coding	VC_RS00450	gene-VC_RS00450	class I SAM-dependent methyltransferase	None	None
91	NC_002505.1	RefSeq	gene	90013.0	90642.0	.	-	.	gene-VC_RS00455	lexA	Gene	protein_coding	VC_RS00455	lexA	transcriptional repressor LexA	None	None
92	NC_002505.1	RefSeq	gene	90962.0	93388.0	.	+	.	gene-VC_RS00460	plsB	Gene	protein_coding	VC_RS00460	plsB	glycerol-3-phosphate 1-O-acyltransferase PlsB	None	None
93	NC_002505.1	RefSeq	gene	93464.0	94318.0	.	-	.	gene-VC_RS00465	ubiA	Gene	protein_coding	VC_RS00465	ubiA	4-hydroxybenzoate octaprenyltransferase	None	None
94	NC_002505.1	RefSeq	gene	94319.0	94858.0	.	-	.	gene-VC_RS00470	VC_RS00470	Gene	protein_coding	VC_RS00470	gene-VC_RS00470	chorismate lyase	None	None
95	NC_002505.1	RefSeq	gene	95062.0	95472.0	.	+	.	gene-VC_RS00475	VC_RS00475	Gene	protein_coding	VC_RS00475	gene-VC_RS00475	flagellar basal body-associated protein FliL	None	None
96	NC_002505.1	RefSeq	gene	95592.0	97571.0	.	-	.	gene-VC_RS00480	VC_RS00480	Gene	protein_coding	VC_RS00480	gene-VC_RS00480	methyl-accepting chemotaxis protein	None	None
97	NC_002505.1	RefSeq	gene	97946.0	98779.0	.	-	.	gene-VC_RS00485	glpG	Gene	protein_coding	VC_RS00485	glpG	rhomboid family intramembrane serine protease GlpG	None	None
98	NC_002505.1	RefSeq	gene	98786.0	99106.0	.	-	.	gene-VC_RS00490	glpE	Gene	protein_coding	VC_RS00490	glpE	thiosulfate sulfurtransferase GlpE	None	None
99	NC_002505.1	RefSeq	gene	99867.0	100634.0	.	-	.	gene-VC_RS00495	VC_RS00495	Gene	protein_coding	VC_RS00495	gene-VC_RS00495	TatD family hydrolase	None	None
100	NC_002505.1	RefSeq	gene	100811.0	101854.0	.	+	.	gene-VC_RS00500	hemB	Gene	protein_coding	VC_RS00500	hemB	porphobilinogen synthase	None	None
101	NC_002505.1	RefSeq	gene	101961.0	102389.0	.	+	.	gene-VC_RS00505	VC_RS00505	Gene	protein_coding	VC_RS00505	gene-VC_RS00505	GNAT family N-acetyltransferase	None	None
102	NC_002505.1	RefSeq	gene	103098.0	105902.0	.	+	.	gene-VC_RS00510	polA	Gene	protein_coding	VC_RS00510	polA	DNA polymerase I	None	None
103	NC_002505.1	RefSeq	gene	106649.0	107311.0	.	-	.	gene-VC_RS00515	yihA	Gene	protein_coding	VC_RS00515	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC	None	None
104	NC_002505.1	RefSeq	gene	107463.0	108080.0	.	+	.	gene-VC_RS00520	VC_RS00520	Gene	protein_coding	VC_RS00520	gene-VC_RS00520	c-type cytochrome	None	None
105	NC_002505.1	RefSeq	gene	108282.0	108920.0	.	+	.	gene-VC_RS00525	VC_RS00525	Gene	protein_coding	VC_RS00525	gene-VC_RS00525	class I SAM-dependent methyltransferase	None	None
106	NC_002505.1	RefSeq	gene	108920.0	109468.0	.	+	.	gene-VC_RS00530	yihI	Gene	protein_coding	VC_RS00530	yihI	Der GTPase-activating protein YihI	None	None
107	NC_002505.1	RefSeq	gene	109478.0	109966.0	.	+	.	gene-VC_RS00535	VC_RS00535	Gene	protein_coding	VC_RS00535	gene-VC_RS00535	DUF2489 domain-containing protein	None	None
108	NC_002505.1	RefSeq	gene	110105.0	111493.0	.	+	.	gene-VC_RS00540	hemN	Gene	protein_coding	VC_RS00540	hemN	oxygen-independent coproporphyrinogen III oxidase	None	None
109	NC_002505.1	RefSeq	gene	111557.0	112753.0	.	-	.	gene-VC_RS00545	VC_RS00545	Gene	protein_coding	VC_RS00545	gene-VC_RS00545	heme biosynthesis protein HemY	None	None
110	NC_002505.1	RefSeq	gene	112750.0	113949.0	.	-	.	gene-VC_RS00550	VC_RS00550	Gene	protein_coding	VC_RS00550	gene-VC_RS00550	uroporphyrinogen-III C-methyltransferase	None	None
111	NC_002505.1	RefSeq	gene	113933.0	114700.0	.	-	.	gene-VC_RS00555	VC_RS00555	Gene	protein_coding	VC_RS00555	gene-VC_RS00555	uroporphyrinogen-III synthase	None	None
112	NC_002505.1	RefSeq	gene	114761.0	115696.0	.	-	.	gene-VC_RS00560	hemC	Gene	protein_coding	VC_RS00560	hemC	hydroxymethylbilane synthase	None	None
113	NC_002505.1	RefSeq	gene	116053.0	118584.0	.	+	.	gene-VC_RS00565	VC_RS00565	Gene	protein_coding	VC_RS00565	gene-VC_RS00565	class I adenylate cyclase	None	None
114	NC_002505.1	RefSeq	gene	118690.0	119004.0	.	-	.	gene-VC_RS00570	cyaY	Gene	protein_coding	VC_RS00570	cyaY	iron donor protein CyaY	None	None
115	NC_002505.1	RefSeq	gene	118984.0	119196.0	.	+	.	gene-VC_RS00575	VC_RS00575	Gene	protein_coding	VC_RS00575	gene-VC_RS00575	LPS translocon maturation chaperone LptM	None	None
116	NC_002505.1	RefSeq	gene	119229.0	120482.0	.	+	.	gene-VC_RS00580	lysA	Gene	protein_coding	VC_RS00580	lysA	diaminopimelate decarboxylase	None	None
117	NC_002505.1	RefSeq	gene	120494.0	121324.0	.	+	.	gene-VC_RS00585	dapF	Gene	protein_coding	VC_RS00585	dapF	diaminopimelate epimerase	None	None
118	NC_002505.1	RefSeq	gene	121338.0	122036.0	.	+	.	gene-VC_RS00590	VC_RS00590	Gene	protein_coding	VC_RS00590	gene-VC_RS00590	DUF484 family protein	None	None
119	NC_002505.1	RefSeq	gene	122005.0	122940.0	.	+	.	gene-VC_RS00595	xerC	Gene	protein_coding	VC_RS00595	xerC	tyrosine recombinase XerC	None	None
120	NC_002505.1	RefSeq	gene	122943.0	123662.0	.	+	.	gene-VC_RS00600	yigB	Gene	protein_coding	VC_RS00600	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	None	None
121	NC_002505.1	RefSeq	gene	123772.0	126261.0	.	+	.	gene-VC_RS00605	cdpA	Gene	protein_coding	VC_RS00605	cdpA	cyclic di-GMP phosphodiesterase CdpA	None	None
122	NC_002505.1	RefSeq	gene	126294.0	126890.0	.	-	.	gene-VC_RS00610	VC_RS00610	Gene	protein_coding	VC_RS00610	gene-VC_RS00610	tRNA-uridine aminocarboxypropyltransferase	None	None
123	NC_002505.1	RefSeq	gene	126887.0	128431.0	.	-	.	gene-VC_RS00615	VC_RS00615	Gene	protein_coding	VC_RS00615	gene-VC_RS00615	COG3650 family protein	None	None
124	NC_002505.1	RefSeq	gene	128715.0	129542.0	.	-	.	gene-VC_RS00620	VC_RS00620	Gene	protein_coding	VC_RS00620	gene-VC_RS00620	Cof-type HAD-IIB family hydrolase	None	None
125	NC_002505.1	RefSeq	gene	129657.0	130673.0	.	-	.	gene-VC_RS00625	VC_RS00625	Gene	protein_coding	VC_RS00625	gene-VC_RS00625	alpha/beta fold hydrolase	None	None
126	NC_002505.1	RefSeq	gene	130748.0	131365.0	.	+	.	gene-VC_RS00630	rhtB	Gene	protein_coding	VC_RS00630	rhtB	homoserine/homoserine lactone efflux protein	None	None
127	NC_002505.1	RefSeq	gene	131385.0	132611.0	.	+	.	gene-VC_RS00635	VC_RS00635	Gene	protein_coding	VC_RS00635	gene-VC_RS00635	EAL and HDOD domain-containing protein	None	None
128	NC_002505.1	RefSeq	gene	132791.0	133261.0	.	-	.	gene-VC_RS00640	VC_RS00640	Gene	protein_coding	VC_RS00640	gene-VC_RS00640	Dps family protein	None	None
129	NC_002505.1	RefSeq	gene	133431.0	133760.0	.	-	.	gene-VC_RS00645	VC_RS00645	Gene	protein_coding	VC_RS00645	gene-VC_RS00645	DUF2500 domain-containing protein	None	None
130	NC_002505.1	RefSeq	gene	133965.0	134333.0	.	+	.	gene-VC_RS00650	VC_RS00650	Gene	protein_coding	VC_RS00650	gene-VC_RS00650	DUF4145 domain-containing protein	None	None
131	NC_002505.1	RefSeq	gene	134836.0	135093.0	.	+	.	gene-VC_RS00655	VC_RS00655	Gene	protein_coding	VC_RS00655	gene-VC_RS00655	hypothetical protein	None	None
132	NC_002505.1	RefSeq	gene	135210.0	135839.0	.	+	.	gene-VC_RS00660	VC_RS00660	Gene	protein_coding	VC_RS00660	gene-VC_RS00660	lysoplasmalogenase	None	None
133	NC_002505.1	RefSeq	gene	135888.0	136154.0	.	-	.	gene-VC_RS00665	VC_RS00665	Gene	protein_coding	VC_RS00665	gene-VC_RS00665	DUF1145 domain-containing protein	None	None
134	NC_002505.1	RefSeq	gene	136151.0	136750.0	.	-	.	gene-VC_RS00670	rsmD	Gene	protein_coding	VC_RS00670	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	None	None
135	NC_002505.1	RefSeq	gene	136954.0	138129.0	.	+	.	gene-VC_RS00675	ftsY	Gene	protein_coding	VC_RS00675	ftsY	signal recognition particle-docking protein FtsY	None	None
136	NC_002505.1	RefSeq	gene	138178.0	138852.0	.	+	.	gene-VC_RS00680	ftsE	Gene	protein_coding	VC_RS00680	ftsE	cell division ATP-binding protein FtsE	None	None
137	NC_002505.1	RefSeq	gene	138842.0	139834.0	.	+	.	gene-VC_RS00685	ftsX	Gene	protein_coding	VC_RS00685	ftsX	permease-like cell division protein FtsX	None	None
138	NC_002505.1	RefSeq	gene	140004.0	140864.0	.	+	.	gene-VC_RS00690	rpoH	Gene	protein_coding	VC_RS00690	rpoH	RNA polymerase sigma factor RpoH	None	None
139	NC_002505.1	RefSeq	gene	141066.0	142466.0	.	-	.	gene-VC_RS00695	sthA	Gene	protein_coding	VC_RS00695	sthA	Si-specific NAD(P)(+) transhydrogenase	None	None
140	NC_002505.1	RefSeq	gene	142774.0	143415.0	.	+	.	gene-VC_RS00700	fabR	Gene	protein_coding	VC_RS00700	fabR	HTH-type transcriptional repressor FabR	None	None
141	NC_002505.1	RefSeq	gene	143455.0	143826.0	.	+	.	gene-VC_RS00705	VC_RS00705	Gene	protein_coding	VC_RS00705	gene-VC_RS00705	YijD family membrane protein	None	None
