# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR9951170_sorted.bam" "SRR9951163_sorted.bam" "SRR9951173_sorted.bam" "SRR9951167_sorted.bam" "SRR9951164_sorted.bam" "SRR9951166_sorted.bam" "SRR9951171_sorted.bam" "SRR9951169_sorted.bam" "SRR9951168_sorted.bam" "SRR9951176_sorted.bam" "SRR9951174_sorted.bam" "SRR9951177_sorted.bam" "SRR9951172_sorted.bam" "SRR9951165_sorted.bam" "SRR9951175_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9951170_sorted.bam	SRR9951163_sorted.bam	SRR9951173_sorted.bam	SRR9951167_sorted.bam	SRR9951164_sorted.bam	SRR9951166_sorted.bam	SRR9951171_sorted.bam	SRR9951169_sorted.bam	SRR9951168_sorted.bam	SRR9951176_sorted.bam	SRR9951174_sorted.bam	SRR9951177_sorted.bam	SRR9951172_sorted.bam	SRR9951165_sorted.bam	SRR9951175_sorted.bam
gene-FTB24_00095	CP045224.1	15945	16223	+	279	53720	31262	22927	33110	35347	48928	37190	46886	46093	31076	32231	34406	34756	74174	29591
gene-FTB24_00100	CP045224.1	16260	16694	+	435	95257	57202	44023	60393	63994	88467	64735	83382	84635	55401	59643	65409	63098	133170	54845
gene-FTB24_00105	CP045224.1	16713	16940	+	228	39519	23686	16142	25065	27049	36349	29477	34719	35124	24524	23934	24809	26371	53547	23411
gene-FTB24_00110	CP045224.1	17083	17403	+	321	5484	2814	2813	3567	3446	4964	3911	4350	3597	2703	4119	3860	3519	4586	3217
gene-FTB24_00115	CP045224.1	17411	18367	+	957	14243	7612	7877	9931	9062	14296	10349	12288	11366	7534	11417	10657	9768	13180	8467
gene-FTB24_00120	CP045224.1	18378	20372	+	1995	9026	6325	8210	8477	6161	12147	7337	8075	10380	5196	10402	9575	7055	8785	5559
gene-FTB24_00125	CP045224.1	20373	20822	+	450	2673	2154	3466	3858	2279	4761	2441	2678	3706	1615	3952	3863	2420	2823	1909
gene-FTB24_00130	CP045224.1	20841	22169	+	1329	15758	11623	13975	18650	11617	23883	13714	14722	19995	10404	17508	15497	13833	15851	10534
gene-FTB24_00135	CP045224.1	22374	22682	+	309	319	315	611	494	327	761	365	310	751	277	561	590	369	485	306
gene-FTB24_00140	CP045224.1	22764	24053	+	1290	6427	7790	8774	4826	6649	8185	8443	5874	7195	7857	12197	11473	7175	8491	7263
gene-FTB24_00145	CP045224.1	24384	24459	+	76	100	89	81	56	91	54	131	120	135	104	145	124	94	116	81
gene-FTB24_00150	CP045224.1	24466	24540	+	75	142	116	119	72	129	94	174	152	211	165	197	136	124	202	117
gene-FTB24_00155	CP045224.1	24545	24620	+	76	136	104	112	65	126	100	167	146	214	146	191	132	112	203	117
gene-FTB24_00160	CP045224.1	24654	24728	+	75	90	67	59	45	80	75	102	67	146	97	124	97	57	152	66
gene-FTB24_00165	CP045224.1	25110	26102	-	993	3998	1708	1627	2674	2906	3716	2843	3762	2682	1773	2140	2310	2820	3910	1990
gene-FTB24_00170	CP045224.1	26111	27169	-	1059	3149	1294	1176	2231	2152	3049	2336	2999	2216	1348	1760	1694	2324	3254	1533
gene-FTB24_00175	CP045224.1	27351	28757	+	1407	68	36	221	47	83	57	69	133	276	89	82	227	98	40	109
gene-FTB24_00180	CP045224.1	28842	29639	+	798	5659	2858	1899	3283	4446	4271	4606	5161	2826	3188	2880	2901	3960	3953	3547
gene-FTB24_00185	CP045224.1	29652	31754	+	2103	3968	2352	1653	2378	3231	3490	3501	3599	2702	2352	2365	2465	3021	3388	2704
gene-FTB24_00190	CP045224.1	31822	32301	+	480	845	486	531	498	636	852	678	750	706	487	619	741	634	888	529
gene-FTB24_00195	CP045224.1	32450	32761	+	312	554	215	226	304	402	395	380	571	256	214	249	343	308	403	248
gene-FTB24_00200	CP045224.1	32809	33126	+	318	580	219	240	310	373	404	370	549	297	238	285	340	301	450	260
gene-FTB24_00205	CP045224.1	33338	34039	+	702	736	466	453	319	567	544	629	695	436	532	623	654	507	679	577
gene-FTB24_00210	CP045224.1	34260	35561	+	1302	80	50	144	50	96	47	76	112	176	74	54	146	86	50	101
gene-FTB24_00215	CP045224.1	35699	36793	+	1095	48	35	300	47	117	31	51	188	342	86	52	306	83	21	141
gene-FTB24_00220	CP045224.1	36795	37928	+	1134	50	47	332	60	136	38	61	202	445	98	59	369	103	25	173
gene-FTB24_00225	CP045224.1	37946	39055	+	1110	37	52	429	69	141	47	61	208	513	94	60	371	112	28	136
gene-FTB24_00230	CP045224.1	39120	39860	+	741	144	92	265	96	151	133	122	196	316	157	104	261	129	94	178
gene-FTB24_00235	CP045224.1	39865	40857	+	993	193	117	277	83	181	190	173	237	315	172	161	245	172	179	162
gene-FTB24_00240	CP045224.1	41045	41926	-	882	713	560	425	423	799	330	784	655	281	596	542	514	757	371	561
gene-FTB24_00245	CP045224.1	42199	43587	+	1389	115	78	268	114	132	89	89	208	342	110	81	277	153	69	135
gene-FTB24_00250	CP045224.1	43609	44568	+	960	106	110	274	133	166	107	95	188	380	135	101	282	167	100	179
gene-FTB24_00255	CP045224.1	44621	44845	+	225	78	71	93	92	94	100	71	85	122	65	75	98	100	76	104
gene-FTB24_00260	CP045224.1	44838	45350	+	513	126	123	130	135	119	122	122	162	230	118	95	134	141	131	128
gene-FTB24_00265	CP045224.1	45382	46236	+	855	186	158	284	211	198	154	179	250	400	177	137	267	233	147	165
gene-FTB24_00270	CP045224.1	46862	47383	+	522	1074	564	378	713	971	701	969	958	527	656	506	510	798	697	644
gene-FTB24_00275	CP045224.1	47866	49953	+	2088	202	154	372	197	220	183	202	333	430	188	181	434	227	198	193
gene-FTB24_00280	CP045224.1	49968	50255	+	288	44	27	63	22	38	32	24	51	78	33	42	92	41	33	58
gene-FTB24_00285	CP045224.1	50282	51553	+	1272	96	95	280	108	136	107	110	152	314	108	162	257	145	127	137
gene-FTB24_00290	CP045224.1	51610	52209	+	600	45	42	113	44	44	41	51	71	136	25	53	100	45	32	58
gene-FTB24_00295	CP045224.1	52181	53098	+	918	89	75	195	78	89	71	93	168	268	73	99	167	102	83	106
gene-FTB24_00300	CP045224.1	53227	53859	+	633	230	113	177	161	202	182	201	259	293	141	147	175	174	191	179
gene-FTB24_00305	CP045224.1	54045	55322	-	1278	238	153	247	160	210	208	189	266	358	208	152	270	186	219	246
gene-FTB24_00310	CP045224.1	55324	56514	-	1191	98	56	186	80	117	68	75	167	263	96	85	191	114	94	122
gene-FTB24_00315	CP045224.1	56699	57577	+	879	1453	1218	760	729	1356	1002	1426	1232	889	1187	1018	1044	1298	1196	1317
gene-FTB24_00320	CP045224.1	58356	60863	+	2508	4713	3364	2833	4046	3638	4932	4370	4365	4409	3034	3999	3792	4630	4517	3238
gene-FTB24_00325	CP045224.1	61206	63374	+	2169	139	104	217	76	115	145	130	172	199	103	152	226	115	148	128
gene-FTB24_00330	CP045224.1	63379	63996	+	618	89	95	161	72	106	82	93	134	203	92	79	180	111	94	106
gene-FTB24_00335	CP045224.1	64185	64529	+	345	4580	1389	1534	2246	2339	3240	2806	3998	1772	1283	2551	1953	2440	3304	1178
gene-FTB24_00340	CP045224.1	65101	65967	+	867	1125	770	910	777	985	1116	1115	1090	866	729	1230	1198	1026	1317	699
gene-FTB24_00345	CP045224.1	66116	66484	+	369	783	520	567	513	662	766	722	720	643	558	725	671	675	876	565
gene-FTB24_00350	CP045224.1	66660	67109	+	450	451	291	387	278	372	450	458	385	389	326	514	425	366	430	247
gene-FTB24_00355	CP045224.1	67266	67643	-	378	2718	1707	1164	1649	2607	1499	2540	2356	1100	1763	2111	1644	2644	1685	1751
gene-FTB24_00360	CP045224.1	67905	68822	+	918	742	632	667	463	747	585	828	735	592	683	938	942	688	612	706
gene-FTB24_00365	CP045224.1	69305	70723	+	1419	1486	1564	3440	1268	1651	2144	1872	1082	2000	1733	5105	5171	1607	2917	1884
gene-FTB24_00370	CP045224.1	70799	71611	+	813	969	914	2161	739	993	1155	1095	804	1168	956	3403	3298	950	1476	1083
gene-FTB24_00375	CP045224.1	72019	72636	+	618	7558	3955	3252	4788	5583	7548	5957	6505	4580	4327	5284	5175	5417	7781	5286
gene-FTB24_00380	CP045224.1	72792	73244	-	453	1362	773	710	982	1143	1944	1169	1087	1609	808	881	950	939	2302	1011
gene-FTB24_00385	CP045224.1	73528	74886	+	1359	1409	938	899	1175	1000	2161	1176	976	2028	911	1072	1226	921	2390	1120
gene-FTB24_00390	CP045224.1	75159	75539	+	381	7502	4170	3027	4655	5515	6618	6185	6676	3412	4303	4361	5054	5065	6707	5258
gene-FTB24_00395	CP045224.1	75664	75864	+	201	5245	2535	1754	3386	3823	4536	4344	4306	2296	2686	2814	2656	3558	4153	3115
gene-FTB24_00400	CP045224.1	76060	76788	+	729	5356	2707	2737	5220	3470	6127	3774	5480	6064	2495	3623	3594	3760	5805	2703
gene-FTB24_00405	CP045224.1	76810	77727	+	918	6518	3303	3067	5987	4301	6889	4631	6291	6557	3011	3923	4175	4733	6712	3276
gene-FTB24_00410	CP045224.1	77864	79048	+	1185	304	270	397	218	379	338	409	398	471	276	330	475	402	311	363
gene-FTB24_00415	CP045224.1	79155	79343	+	189	10758	5403	2316	5134	14645	9016	15894	10759	5536	9118	5680	4620	7980	7908	9791
gene-FTB24_00420	CP045224.1	79493	80143	+	651	2319	1630	1081	1329	2297	1759	2825	1726	1168	1481	1429	1432	2478	1748	1588
gene-FTB24_00425	CP045224.1	80246	81184	+	939	3607	2759	2045	2399	3373	3161	3780	3303	3045	2290	2790	2914	3649	3896	2508
gene-FTB24_00430	CP045224.1	81210	82061	+	852	3232	2626	1928	2292	3038	2996	3699	3272	3598	2396	2953	2776	3451	4108	2444
gene-FTB24_00435	CP045224.1	82346	83080	-	735	526	492	463	294	545	621	634	544	678	532	538	596	487	923	567
gene-FTB24_00440	CP045224.1	83206	83922	+	717	65	83	256	82	83	92	71	88	178	100	244	200	89	108	105
gene-FTB24_00445	CP045224.1	84056	84748	+	693	865	712	959	796	701	938	786	981	875	591	1123	1050	992	910	666
gene-FTB24_00450	CP045224.1	84765	85919	+	1155	1396	984	1101	1093	1121	1412	1271	1422	1249	830	1356	1341	1398	1382	954
gene-FTB24_00455	CP045224.1	86201	86656	+	456	1774	923	1019	1444	1375	1300	1544	1924	981	913	1306	1156	1434	1229	861
gene-FTB24_00460	CP045224.1	86646	87371	+	726	1239	786	983	1326	995	1019	1153	1364	1030	666	1195	995	1051	825	691
gene-FTB24_00465	CP045224.1	87343	89724	+	2382	3133	2657	3034	3987	3223	2664	3593	3444	3511	2087	3484	3160	3688	2319	2329
gene-FTB24_00470	CP045224.1	89929	91158	-	1230	4570	1555	1291	3066	2524	4088	2542	4247	2340	1702	1998	1950	2634	4216	1766
gene-FTB24_00475	CP045224.1	91760	92674	+	915	1767	1158	1257	1430	1484	1892	1677	1834	1614	969	1471	1472	1564	1656	1079
gene-FTB24_00480	CP045224.1	92746	93333	+	588	1997	1233	1079	1530	1737	1748	1994	1811	1508	1100	1449	1254	1775	1697	1180
gene-FTB24_00485	CP045224.1	93709	94425	+	717	190	376	861	220	193	183	208	291	377	317	1027	847	242	114	332
gene-FTB24_00490	CP045224.1	94451	95494	+	1044	317	669	1630	446	423	367	451	457	748	573	1969	1442	492	242	657
gene-FTB24_00495	CP045224.1	95547	98753	+	3207	1846	3201	7155	2951	2171	2947	2255	2377	4101	2509	8604	5920	2545	1986	2967
gene-FTB24_00500	CP045224.1	99010	100059	+	1050	750	637	1406	794	668	854	691	817	1069	546	1738	1298	674	650	634
gene-FTB24_00505	CP045224.1	100252	103458	+	3207	3785	3558	6980	5264	3492	5942	3584	4307	7066	2900	8434	6772	3917	4573	3173
gene-FTB24_00510	CP045224.1	103643	104020	-	378	583	315	542	478	500	532	474	637	541	361	811	834	350	738	455
gene-FTB24_00515	CP045224.1	104087	104536	-	450	1027	548	1159	778	808	986	677	1108	811	574	1466	1704	674	1249	830
gene-FTB24_00520	CP045224.1	104541	104870	-	330	749	390	922	528	574	782	504	752	608	442	1115	1285	456	886	668
gene-FTB24_00525	CP045224.1	105288	105974	+	687	377	281	395	271	324	335	341	392	510	302	366	418	300	378	373
gene-FTB24_00530	CP045224.1	105961	106950	+	990	427	343	479	347	432	448	399	478	719	398	418	550	382	516	463
gene-FTB24_00535	CP045224.1	107033	107719	+	687	472	370	429	380	366	484	381	433	577	380	398	485	432	519	405
gene-FTB24_00540	CP045224.1	107719	110265	+	2547	2765	2305	1911	2008	2317	2550	2504	2391	2639	2246	2538	2227	2457	2451	2468
gene-FTB24_00545	CP045224.1	110402	111259	-	858	2247	1493	1500	2249	1747	2852	1912	2268	2931	1277	2032	1828	1696	2679	1407
gene-FTB24_00550	CP045224.1	111280	111945	-	666	1585	1053	1112	1703	1239	2009	1281	1656	2251	978	1546	1346	1278	1810	1057
gene-FTB24_00555	CP045224.1	111945	112817	-	873	1241	947	1042	1261	904	1528	991	1246	1582	771	1233	1094	909	1498	896
gene-FTB24_00560	CP045224.1	112984	113727	+	744	175	147	200	93	153	150	180	182	173	142	197	214	143	169	144
gene-FTB24_00565	CP045224.1	113947	114174	-	228	233	171	194	162	188	187	231	181	214	189	181	192	199	154	171
gene-FTB24_00570	CP045224.1	114377	114949	+	573	1857	1779	1114	1296	1526	1062	1779	1540	917	1905	1602	1561	1605	1424	1660
gene-FTB24_00575	CP045224.1	115510	116664	+	1155	138	141	360	104	159	158	122	235	393	166	173	366	182	134	203
gene-FTB24_00580	CP045224.1	116715	117968	+	1254	626	470	395	370	439	490	546	545	531	460	453	513	527	500	479
gene-FTB24_00585	CP045224.1	118094	119488	+	1395	138	151	306	121	166	139	182	188	421	147	130	296	165	118	180
gene-FTB24_00590	CP045224.1	119503	119733	+	231	33	37	77	29	38	24	33	54	67	33	32	59	31	31	43
gene-FTB24_00595	CP045224.1	119750	120280	+	531	66	77	105	66	74	53	67	82	123	74	77	120	104	70	76
gene-FTB24_00600	CP045224.1	120453	121163	+	711	199	156	205	121	175	168	156	204	186	137	184	199	152	165	176
gene-FTB24_00605	CP045224.1	121278	121775	+	498	10145	4829	3726	5365	6543	8441	6959	8757	5215	5118	5362	5763	5689	9825	5667
gene-FTB24_00610	CP045224.1	121785	121946	+	162	2860	1451	1072	1582	1792	2419	2001	2306	1457	1413	1647	1653	1686	2691	1641
gene-FTB24_00615	CP045224.1	122056	122994	+	939	1203	788	1223	1674	901	1598	1006	1248	1984	654	1506	1324	1016	1248	726
gene-FTB24_00620	CP045224.1	123078	123938	+	861	1552	977	1735	2152	1053	1888	1128	1448	2292	847	1890	1637	1351	1715	872
gene-FTB24_00625	CP045224.1	124086	124352	+	267	30737	24095	20523	21562	30617	32285	34921	26367	19657	33059	32674	34859	27415	33669	31360
gene-FTB24_00630	CP045224.1	124445	125995	+	1551	864	1138	2358	769	1165	1772	1311	738	2156	1201	2431	2643	1369	2234	1201
gene-FTB24_00635	CP045224.1	126113	127003	+	891	6207	3909	3036	3457	5393	4851	5366	5637	3154	3838	4210	4288	5068	5572	4245
gene-FTB24_00640	CP045224.1	127011	127667	+	657	6614	4447	2971	3760	5939	5139	6242	6159	3470	4623	4396	4485	5327	6065	4716
gene-FTB24_00645	CP045224.1	127813	128472	+	660	63	64	188	53	94	90	44	121	145	68	104	228	69	92	107
gene-FTB24_00650	CP045224.1	128502	129008	+	507	101	82	196	80	105	113	115	170	201	92	129	210	113	104	112
gene-FTB24_00655	CP045224.1	129210	130016	+	807	1747	1592	1488	828	1691	1580	1812	1607	1270	1504	1888	1826	1758	1948	1445
gene-FTB24_00660	CP045224.1	130048	130461	+	414	1612	1242	1164	862	1416	1491	1683	1364	1189	1281	1454	1272	1531	1807	1186
gene-FTB24_00665	CP045224.1	130644	132032	+	1389	7808	5150	7212	6920	5519	11686	6473	7259	8677	4812	8291	8168	5817	9776	5238
gene-FTB24_00670	CP045224.1	132042	134036	+	1995	34652	20419	25074	38154	22551	48565	26016	31431	43927	18636	34472	30091	24505	39248	20224
gene-FTB24_00675	CP045224.1	134350	135327	+	978	154	147	348	161	173	205	178	246	410	174	240	405	150	157	185
gene-FTB24_00680	CP045224.1	135320	136279	+	960	393	393	678	450	398	534	412	486	790	367	551	676	420	362	435
gene-FTB24_00685	CP045224.1	136473	137063	+	591	8538	8136	5746	5002	9815	7798	10467	8457	6293	8484	9369	8337	8848	9313	8374
gene-FTB24_00690	CP045224.1	137082	137852	+	771	7894	8047	6031	4579	9538	7356	9954	7648	5828	7828	9642	8494	8879	8590	7721
gene-FTB24_00695	CP045224.1	137989	138957	+	969	1340	1430	1633	1389	1217	1678	1317	1467	2160	1146	1833	1738	1333	1377	1280
gene-FTB24_00700	CP045224.1	139066	139545	+	480	3514	2771	3812	3827	2423	4498	2782	3610	4335	2212	4777	4297	2591	3571	2275
gene-FTB24_00705	CP045224.1	139560	141089	+	1530	12776	8581	10691	14115	8714	15907	9499	12897	14030	7151	13882	11945	10214	12722	7143
gene-FTB24_00710	CP045224.1	141311	141592	+	282	11	19	39	9	20	18	30	38	70	12	27	25	32	14	13
gene-FTB24_00715	CP045224.1	141875	143382	+	1508	305	220	329	351	666	225	453	892	1441	713	224	181	580	450	382
gene-FTB24_00720	CP045224.1	143706	146623	+	2918	386	409	646	432	619	457	612	728	1737	664	502	611	530	687	692
gene-FTB24_00725	CP045224.1	146731	146847	+	117	2	5	30	5	6	2	9	11	28	5	8	23	4	4	7
gene-FTB24_00730	CP045224.1	146966	147157	+	192	19	16	69	17	32	52	25	29	171	27	19	71	42	118	37
gene-FTB24_00735	CP045224.1	147312	148721	+	1410	403	346	483	463	337	665	369	447	965	262	488	471	367	541	327
gene-FTB24_00740	CP045224.1	148842	149531	+	690	487	352	613	672	418	788	483	565	920	302	530	626	530	639	363
gene-FTB24_00745	CP045224.1	149534	150469	+	936	1615	1076	1295	1482	1274	2049	1475	1649	1936	975	1504	1529	1375	1862	1084
gene-FTB24_00750	CP045224.1	150466	151359	+	894	3719	2211	2212	3055	3075	3740	3279	3845	3109	2211	2841	2686	2902	3701	2503
gene-FTB24_00755	CP045224.1	151437	152183	+	747	570	392	647	674	428	841	510	611	1043	326	657	709	505	620	383
gene-FTB24_00760	CP045224.1	152184	153017	+	834	2654	1258	1258	1645	1783	2743	1961	2319	2156	1241	1553	1571	1767	2822	1392
gene-FTB24_00765	CP045224.1	153040	153744	+	705	11922	4732	3020	5759	7662	11227	8120	9762	7272	5175	4856	5031	7054	12173	6367
gene-FTB24_00770	CP045224.1	153932	154360	-	429	22727	12418	6593	15586	18443	17346	17833	20550	12125	12876	10119	9466	16193	19119	14550
gene-FTB24_00775	CP045224.1	154397	155827	-	1431	25235	13650	7552	19462	19776	21763	19108	23190	17076	14088	11589	10950	18047	22765	15850
gene-FTB24_00780	CP045224.1	155959	156543	+	585	24	21	175	35	68	19	26	104	249	61	20	188	48	36	89
gene-FTB24_00785	CP045224.1	156559	157080	+	522	39	39	155	30	76	28	37	80	157	44	35	116	63	49	60
gene-FTB24_00790	CP045224.1	157477	159414	+	1938	4830	2557	3596	7703	2978	7025	3111	5080	7585	2099	4597	3528	3401	4679	2085
gene-FTB24_00795	CP045224.1	159444	160214	+	771	3008	1776	1833	4139	1974	3836	2290	2984	3811	1417	2397	2089	2317	2859	1390
gene-FTB24_00805	CP045224.1	160985	161821	+	837	86	81	262	107	103	99	102	172	234	123	135	316	108	54	127
gene-FTB24_00810	CP045224.1	161822	162817	+	996	176	210	324	264	184	179	223	222	313	201	241	356	223	133	220
gene-FTB24_00815	CP045224.1	162835	164193	+	1359	311	414	385	335	367	340	401	331	324	392	397	414	409	231	413
gene-FTB24_00825	CP045224.1	164720	165250	+	531	831	560	628	545	604	853	763	728	684	522	809	750	728	846	436
gene-FTB24_00830	CP045224.1	165421	166290	+	870	4299	2901	2411	2581	3392	4131	3971	3830	2793	2839	3651	3206	3797	4258	2949
gene-FTB24_00835	CP045224.1	166356	167618	+	1263	72	93	442	82	181	60	86	221	496	143	91	502	103	59	189
gene-FTB24_00840	CP045224.1	167769	168884	+	1116	7958	5018	3387	5377	6134	3901	6756	8031	2451	4729	5583	4801	6635	3349	4530
gene-FTB24_00845	CP045224.1	169070	169966	+	897	520	467	601	397	628	482	706	505	538	446	800	737	708	752	422
gene-FTB24_00850	CP045224.1	170036	170833	+	798	1728	1284	1180	1027	1712	1233	1852	1597	1064	1245	1753	1709	1675	1677	1335
gene-FTB24_00855	CP045224.1	170888	172240	-	1353	21452	15226	9691	12603	19400	20340	20017	18325	15735	16892	13961	13922	17568	26571	17744
gene-FTB24_00860	CP045224.1	172459	173337	+	879	2633	3974	2479	1434	3492	3337	3988	2209	2314	3908	3892	3478	3311	3905	3935
gene-FTB24_00865	CP045224.1	173493	173771	+	279	4912	2622	1822	3140	3620	4960	3839	4468	2450	3031	3021	3119	3049	5251	3153
gene-FTB24_00870	CP045224.1	173984	175363	+	1380	6809	7722	6339	4854	6692	8304	7950	6136	6722	6484	8793	7600	7165	8239	6860
gene-FTB24_00875	CP045224.1	175457	176407	+	951	15691	11175	8284	9338	12750	14361	14188	13861	11530	11703	11713	11267	12599	16792	11771
gene-FTB24_00880	CP045224.1	177492	178013	+	522	34461	22801	10335	17723	26132	37450	27861	30667	21760	24995	17622	18385	23391	44931	28259
gene-FTB24_00885	CP045224.1	178164	179840	+	1677	3190	3741	4690	3451	3159	4947	3676	3557	4818	3111	5851	5308	3618	3567	3050
gene-FTB24_00890	CP045224.1	179852	181060	+	1209	1707	1814	2365	1899	1713	2749	2027	1938	2761	1641	3011	2780	1932	1939	1664
gene-FTB24_00895	CP045224.1	181075	182787	+	1713	3262	3088	3368	3638	3123	5297	3648	3560	5122	2723	4279	4271	3625	3861	3077
gene-FTB24_00905	CP045224.1	183712	184281	+	570	996	959	1170	1380	937	2058	1048	1014	2064	770	1464	1352	1074	1302	827
gene-FTB24_00910	CP045224.1	184317	184844	+	528	694	676	986	1137	692	1599	768	756	1463	555	1043	1199	723	944	628
gene-FTB24_00915	CP045224.1	184865	186403	+	1539	2338	1994	2185	2952	2159	4172	2268	2332	4034	1707	2680	2813	2296	2943	2125
gene-FTB24_00920	CP045224.1	186503	187585	+	1083	2836	2446	2338	3094	2516	3880	2753	2450	3989	2084	3346	3308	2873	2968	2307
gene-FTB24_00925	CP045224.1	187566	188348	+	783	1872	1946	1235	1720	1894	2096	2013	1441	1870	1596	1835	1762	1907	1801	1757
gene-FTB24_00930	CP045224.1	188438	189100	+	663	390	481	273	359	440	468	451	381	487	398	452	384	431	448	394
gene-FTB24_00935	CP045224.1	189114	189674	+	561	253	268	482	281	281	307	251	312	592	257	539	589	327	324	294
gene-FTB24_00940	CP045224.1	189691	193077	+	3387	1932	1869	3350	2522	1704	2846	1978	2160	4172	1614	3878	3611	2078	2461	1509
gene-FTB24_00945	CP045224.1	193108	194103	+	996	5231	2816	3463	3886	3397	5537	4063	4606	3974	2834	4597	5025	3948	5744	2620
gene-FTB24_00950	CP045224.1	194226	194765	+	540	55	56	218	58	100	46	66	183	248	76	73	248	84	57	127
gene-FTB24_00955	CP045224.1	194885	196498	+	1614	6231	4095	4372	4680	4393	7876	5098	5743	8559	3865	6034	5074	4602	8547	3678
gene-FTB24_00960	CP045224.1	196605	198053	+	1449	18924	10815	12271	15921	12968	23193	14856	18041	21666	10066	16110	15200	14080	24120	10030
gene-FTB24_00965	CP045224.1	198142	198420	+	279	17441	8144	6925	12891	10722	15090	12405	15923	11058	8457	9827	9431	11380	17950	7895
gene-FTB24_00970	CP045224.1	198492	198734	+	243	2944	1976	1797	2312	2584	2589	2914	2557	2050	1733	2334	2300	2721	2457	1756
gene-FTB24_00975	CP045224.1	198796	199050	+	255	3625	2380	2136	2818	3118	3044	3632	2998	2490	2094	2717	2477	3420	3109	2126
gene-FTB24_00980	CP045224.1	199051	199584	+	534	4308	3047	2467	3496	4000	3774	4411	3577	3046	2695	3379	3064	4342	3983	2721
