# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR9280693_sorted.bam" "SRR9280697_sorted.bam" "SRR9280690_sorted.bam" "SRR9280699_sorted.bam" "SRR9280687_sorted.bam" "SRR9280692_sorted.bam" "SRR9280696_sorted.bam" "SRR9280694_sorted.bam" "SRR9280698_sorted.bam" "SRR9280688_sorted.bam" "SRR9280700_sorted.bam" "SRR9280695_sorted.bam" "SRR9280689_sorted.bam" "SRR9280686_sorted.bam" "SRR9280691_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9280693_sorted.bam	SRR9280697_sorted.bam	SRR9280690_sorted.bam	SRR9280699_sorted.bam	SRR9280687_sorted.bam	SRR9280692_sorted.bam	SRR9280696_sorted.bam	SRR9280694_sorted.bam	SRR9280698_sorted.bam	SRR9280688_sorted.bam	SRR9280700_sorted.bam	SRR9280695_sorted.bam	SRR9280689_sorted.bam	SRR9280686_sorted.bam	SRR9280691_sorted.bam
gene-SPD_RS00565	NC_008533.2	105242	105490	+	249	179	310	370	257	208	124	484	127	616	240	532	397	235	144	192
gene-SPD_RS00570	NC_008533.2	105545	107653	+	2109	764	1145	1158	1432	1352	589	1186	545	2141	1444	1799	1597	805	841	790
gene-SPD_RS00575	NC_008533.2	107650	108291	+	642	172	253	240	327	335	146	251	137	411	342	380	342	216	189	205
gene-SPD_RS00580	NC_008533.2	108497	109303	+	807	10	14	9	14	14	9	23	4	36	23	22	11	3	10	8
gene-SPD_RS00585	NC_008533.2	109320	110516	+	1197	24	88	42	79	51	24	82	20	186	48	94	64	23	30	33
gene-SPD_RS00590	NC_008533.2	110545	111936	+	1392	46	91	59	79	68	39	93	24	187	80	103	96	30	55	44
gene-SPD_RS00595	NC_008533.2	112225	113088	-	864	30	67	78	45	49	19	78	22	178	32	135	74	48	32	39
gene-SPD_RS00610	NC_008533.2	115766	116233	+	468	10	13	5	7	6	3	14	3	35	10	14	8	3	4	2
gene-SPD_RS00615	NC_008533.2	116230	117582	+	1353	14	25	13	20	17	8	28	7	64	17	17	12	10	11	11
gene-SPD_RS00620	NC_008533.2	117728	118108	+	381	11	15	14	13	14	4	16	5	50	14	20	12	8	6	3
gene-SPD_RS11450	NC_008533.2	118110	118316	+	207	0	2	1	1	0	2	4	0	6	0	2	3	0	0	0
gene-SPD_RS00635	NC_008533.2	119688	120059	+	372	99	88	211	78	169	79	228	79	364	187	247	188	163	125	112
gene-SPD_RS00640	NC_008533.2	120067	120279	+	213	44	43	53	45	79	30	83	32	113	64	88	68	68	38	42
gene-SPD_RS11830	NC_008533.2	120653	120778	+	126	11	19	32	12	27	16	28	8	60	43	46	25	22	27	21
gene-SPD_RS00645	NC_008533.2	121084	122142	+	1059	56	92	99	82	108	39	107	26	179	111	146	91	48	58	67
gene-SPD_RS00650	NC_008533.2	122456	123433	+	978	34	36	62	71	57	13	37	22	95	55	80	51	34	31	35
gene-SPD_RS00655	NC_008533.2	123810	124184	+	375	26	34	65	50	54	23	43	28	79	65	60	53	67	43	65
gene-SPD_RS11455	NC_008533.2	124191	124373	+	183	5	6	4	9	6	2	6	1	12	7	10	3	3	2	4
gene-SPD_RS00665	NC_008533.2	124392	125294	+	903	28	26	30	45	50	16	21	21	46	63	45	38	35	19	32
gene-SPD_RS00670	NC_008533.2	125350	125703	+	354	51	38	41	68	85	40	33	41	67	82	54	62	45	36	55
gene-SPD_RS00675	NC_008533.2	125700	126428	+	729	32	21	29	30	48	9	21	14	40	36	31	29	14	18	20
gene-SPD_RS11460	NC_008533.2	126907	127104	+	198	9	14	9	20	17	13	14	3	17	17	17	22	7	10	12
gene-SPD_RS00685	NC_008533.2	127563	127802	+	240	2	1	1	3	0	1	5	1	7	2	6	3	3	0	0
gene-SPD_RS00690	NC_008533.2	127787	128065	+	279	3	3	2	2	2	1	4	1	8	5	6	3	4	3	2
gene-SPD_RS00695	NC_008533.2	128371	130215	+	1845	2640	6574	4552	6385	5865	2140	8687	1749	10582	5891	10229	8772	3309	4238	2780
gene-SPD_RS00700	NC_008533.2	130616	131737	+	1122	256	598	383	515	695	180	884	165	718	567	569	867	290	387	252
gene-SPD_RS00705	NC_008533.2	131878	132333	+	456	139	223	137	140	308	118	280	80	223	273	159	298	95	177	119
gene-SPD_RS00710	NC_008533.2	132343	134256	+	1914	254	489	319	514	774	192	515	149	503	687	460	684	235	355	259
gene-SPD_RS00715	NC_008533.2	134636	136315	-	1680	1099	1521	1314	1295	1387	624	1949	628	2227	1335	2483	1942	909	899	863
gene-SPD_RS00720	NC_008533.2	136317	136550	-	234	399	520	570	299	387	269	812	347	711	342	736	699	374	245	387
gene-SPD_RS00735	NC_008533.2	137368	137520	-	153	2	4	5	2	2	1	3	3	20	2	4	5	1	3	2
gene-SPD_RS00740	NC_008533.2	137522	137707	-	186	5	9	7	3	4	1	5	4	31	5	8	4	2	0	2
gene-SPD_RS00745	NC_008533.2	137885	138568	+	684	146	194	170	154	156	79	226	85	313	132	257	230	104	98	95
gene-SPD_RS00750	NC_008533.2	138565	139002	+	438	169	227	169	173	179	103	249	102	319	213	311	234	106	123	93
gene-SPD_RS00755	NC_008533.2	138992	140002	+	1011	287	387	337	323	347	207	489	181	582	370	571	469	214	240	222
gene-SPD_RS00775	NC_008533.2	142604	143809	+	1206	76	497	117	906	749	48	464	43	1068	819	990	799	67	423	77
gene-SPD_RS00780	NC_008533.2	143802	144755	+	954	39	322	57	675	511	37	290	14	579	568	595	483	49	270	29
gene-SPD_RS00785	NC_008533.2	144765	146381	+	1617	101	605	119	1675	1309	100	376	48	913	1388	908	956	81	718	73
gene-SPD_RS00795	NC_008533.2	146730	147158	+	429	1	1	2	5	9	0	3	0	3	5	1	0	3	0	0
gene-SPD_RS00800	NC_008533.2	147170	147919	+	750	5	17	4	13	7	6	13	1	33	8	14	2	2	4	4
gene-SPD_RS00805	NC_008533.2	147932	149104	+	1173	16	22	13	15	17	9	35	6	73	6	33	6	10	8	4
gene-SPD_RS00810	NC_008533.2	149499	150362	+	864	26	44	31	22	32	17	54	18	72	25	52	44	30	14	27
gene-SPD_RS00815	NC_008533.2	150653	150886	+	234	40	59	78	51	64	45	93	20	99	84	72	76	25	42	40
gene-SPD_RS00820	NC_008533.2	150908	151585	+	678	44	80	70	58	79	33	108	21	119	83	100	84	44	54	45
gene-SPD_RS00825	NC_008533.2	151597	152262	+	666	51	82	72	95	110	42	103	29	134	106	96	100	46	53	62
gene-SPD_RS00830	NC_008533.2	152334	153560	+	1227	60	105	85	100	101	48	88	42	208	114	110	110	39	56	62
gene-SPD_RS00840	NC_008533.2	154470	155300	+	831	180	507	312	278	343	114	512	136	348	274	318	614	183	202	221
gene-SPD_RS00845	NC_008533.2	155454	156308	+	855	80	178	105	101	134	64	206	51	96	117	91	194	50	57	62
gene-SPD_RS00850	NC_008533.2	156408	157781	+	1374	109	147	161	113	139	105	249	71	192	144	179	164	64	71	84
gene-SPD_RS00855	NC_008533.2	157774	158835	+	1062	89	112	113	98	135	56	212	55	224	146	154	170	88	92	97
gene-SPD_RS00860	NC_008533.2	158837	159529	+	693	38	66	57	44	52	24	74	24	123	75	84	75	37	40	35
gene-SPD_RS00865	NC_008533.2	159559	160128	-	570	107	171	138	114	102	69	211	72	213	112	199	201	110	57	58
gene-SPD_RS00870	NC_008533.2	160263	160877	+	615	118	108	119	104	140	71	126	60	166	138	134	122	79	57	64
gene-SPD_RS00875	NC_008533.2	160855	162525	+	1671	511	478	494	575	756	411	524	313	764	709	606	679	365	363	369
gene-SPD_RS00880	NC_008533.2	162537	163823	+	1287	434	472	491	592	580	338	417	292	602	729	594	618	325	399	351
gene-SPD_RS00885	NC_008533.2	163875	164408	+	534	1056	1120	1281	1179	1218	791	1765	808	2302	1226	2102	1409	930	734	841
gene-SPD_RS00890	NC_008533.2	164486	164956	+	471	286	452	606	411	437	286	983	229	887	478	759	735	276	355	357
gene-SPD_RS00900	NC_008533.2	165249	166511	-	1263	45	66	71	53	71	30	98	27	123	66	74	80	30	39	37
gene-SPD_RS00905	NC_008533.2	166821	167279	-	459	35	41	42	39	38	20	50	19	110	44	65	48	32	20	24
gene-SPD_RS00910	NC_008533.2	167276	167716	-	441	50	59	58	54	40	27	80	26	113	45	99	54	28	24	25
gene-SPD_RS00920	NC_008533.2	168072	170021	+	1950	236	372	348	361	404	130	431	181	637	321	541	461	240	220	208
gene-SPD_RS00925	NC_008533.2	170346	170813	-	468	32	62	52	45	59	18	54	16	89	68	76	55	41	34	44
gene-SPD_RS00930	NC_008533.2	170814	172019	-	1206	70	138	141	102	125	47	173	39	241	133	207	194	92	90	83
gene-SPD_RS00935	NC_008533.2	172039	172674	-	636	23	54	76	38	60	23	81	15	102	58	86	89	42	32	39
gene-SPD_RS00940	NC_008533.2	172659	173759	-	1101	82	139	115	90	109	52	171	39	230	80	220	158	86	53	83
gene-SPD_RS00945	NC_008533.2	174163	174756	+	594	95	150	112	108	121	51	195	50	214	108	180	180	60	72	70
gene-SPD_RS00950	NC_008533.2	174766	175329	+	564	93	207	147	153	137	72	187	69	209	136	202	226	76	128	87
gene-SPD_RS00955	NC_008533.2	175326	176003	+	678	45	104	80	84	90	33	123	24	137	85	110	123	36	64	47
gene-SPD_RS00960	NC_008533.2	176158	177189	-	1032	79	197	140	112	118	49	253	43	236	108	226	196	60	99	69
gene-SPD_RS00965	NC_008533.2	177444	178127	-	684	289	456	455	447	392	201	539	183	609	430	648	558	280	283	245
gene-SPD_RS00970	NC_008533.2	178139	179083	-	945	403	575	524	450	498	315	808	261	853	509	823	765	314	336	275
gene-SPD_RS00975	NC_008533.2	179215	182046	+	2832	668	1247	1123	967	1214	441	1654	409	2104	1141	2014	1522	736	781	673
gene-SPD_RS00980	NC_008533.2	182039	183100	+	1062	349	630	553	612	695	261	823	239	1040	701	1008	873	377	403	324
gene-SPD_RS00990	NC_008533.2	183232	183630	+	399	2254	3298	3507	3064	3324	1633	4807	1079	5804	3491	4987	4566	1705	2626	1752
gene-SPD_RS00995	NC_008533.2	183696	184265	+	570	850	993	922	958	1242	720	1715	453	1373	1316	1285	1272	490	953	545
gene-SPD_RS01000	NC_008533.2	184352	184618	+	267	427	690	578	708	842	242	1214	230	1011	717	862	872	335	465	355
gene-SPD_RS01005	NC_008533.2	184622	185041	+	420	1097	1830	1503	1624	2030	690	3054	514	2711	1941	2247	2202	843	1164	797
gene-SPD_RS01010	NC_008533.2	185057	185362	+	306	1013	1987	2244	1706	2285	783	3804	849	2970	2141	3005	2962	1350	1387	1398
gene-SPD_RS01015	NC_008533.2	185819	187069	+	1251	256	443	280	378	465	173	580	133	428	439	374	561	181	290	190
gene-SPD_RS01020	NC_008533.2	187153	187584	+	432	114	242	112	225	229	91	274	58	204	239	186	306	76	124	80
gene-SPD_RS01025	NC_008533.2	187730	189262	+	1533	163	283	220	295	341	126	387	108	498	294	399	366	153	202	138
gene-SPD_RS11260	NC_008533.2	189340	189483	+	144	24	42	27	37	62	13	56	13	62	55	66	59	26	35	31
gene-SPD_RS01035	NC_008533.2	189520	191058	+	1539	313	414	501	458	535	216	579	241	781	499	725	610	349	302	353
gene-SPD_RS01040	NC_008533.2	191178	193385	+	2208	10916	434	6227	416	805	7587	540	8136	796	718	749	509	5181	459	4305
gene-SPD_RS11265	NC_008533.2	193397	193537	+	141	1500	59	861	55	105	1210	81	1220	97	110	91	82	791	67	675
gene-SPD_RS01050	NC_008533.2	193581	194087	+	507	1304	56	693	48	117	892	62	929	102	114	60	77	610	54	667
gene-SPD_RS01055	NC_008533.2	194080	194670	+	591	2004	71	1000	92	152	1555	93	1499	167	156	109	120	872	79	911
gene-SPD_RS01060	NC_008533.2	194667	195284	+	618	2580	118	1348	115	219	2065	141	1889	203	175	147	136	1043	96	1090
gene-SPD_RS01065	NC_008533.2	195551	195859	+	309	1271	1188	1059	1334	1709	630	1185	615	977	1577	922	1481	780	990	696
gene-SPD_RS01070	NC_008533.2	196076	196702	+	627	2734	2353	2208	2364	3259	1836	2218	1847	1522	2804	1705	3103	2013	1782	1545
gene-SPD_RS01075	NC_008533.2	196727	197350	+	624	904	878	733	1035	1229	463	792	443	563	1044	583	1089	606	664	476
gene-SPD_RS01080	NC_008533.2	197350	197646	+	297	873	878	755	1014	1213	563	803	544	510	1121	647	1119	682	709	529
gene-SPD_RS01085	NC_008533.2	197664	198497	+	834	1973	2080	1931	2565	2892	1255	1946	1382	1361	2741	1590	2689	1775	1726	1406
gene-SPD_RS01090	NC_008533.2	198601	198882	+	282	1316	1347	1247	1499	1790	892	1110	837	897	1869	1013	1594	1111	1136	852
gene-SPD_RS01095	NC_008533.2	198894	199238	+	345	846	939	750	1048	1136	526	764	460	621	1218	696	1167	723	782	495
gene-SPD_RS01100	NC_008533.2	199251	199904	+	654	1581	1766	1401	2208	2325	891	1496	916	1113	2320	1268	2278	1253	1410	986
gene-SPD_RS01105	NC_008533.2	199908	200321	+	414	1654	1912	1453	2272	2429	1146	1623	1171	1130	2343	1239	2532	1433	1539	1072
gene-SPD_RS01110	NC_008533.2	200331	200537	+	207	693	797	640	967	1027	513	693	386	529	1093	552	1004	560	652	447
gene-SPD_RS01115	NC_008533.2	200562	200822	+	261	841	1200	853	1405	1425	477	1045	498	726	1448	760	1516	773	820	678
gene-SPD_RS01120	NC_008533.2	200848	201216	+	369	1349	1639	1150	1733	1652	835	1291	928	923	1725	939	1830	1043	1096	848
gene-SPD_RS01125	NC_008533.2	201294	201599	+	306	871	1113	942	1097	1122	688	936	642	691	1260	696	1448	829	817	715
gene-SPD_RS01130	NC_008533.2	201623	202165	+	543	661	1009	778	985	1024	438	799	462	628	1047	654	1287	596	785	570
gene-SPD_RS01135	NC_008533.2	202183	202452	+	270	463	651	340	656	646	217	469	236	393	568	310	651	287	350	247
gene-SPD_RS01140	NC_008533.2	202737	203135	+	399	1262	1996	1255	2097	2342	757	1631	888	1185	2029	1278	2719	1168	1589	1028
gene-SPD_RS01145	NC_008533.2	203327	203863	+	537	857	1386	771	1562	1558	527	1123	580	730	1519	749	1802	718	976	519
gene-SPD_RS01150	NC_008533.2	203947	204303	+	357	663	1199	637	1269	1170	418	963	423	618	1239	622	1533	557	720	439
gene-SPD_RS01155	NC_008533.2	204321	204815	+	495	1340	2368	1084	2463	2513	901	1881	804	1303	2407	1188	3198	1086	1491	863
gene-SPD_RS01160	NC_008533.2	204829	205011	+	183	976	1456	490	1692	1743	701	1096	552	673	1316	534	2007	513	757	399
