	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	ClassThreshold	ClassMax
48	NZ_CP136842.1	RefSeq	gene	49153.0	49527.0	.	+	.	gene-R0792_RS00250	R0792_RS00250	Gene	protein_coding	R0792_RS00250	gene-R0792_RS00250	phage holin family protein	None	None
49	NZ_CP136842.1	RefSeq	gene	49520.0	49795.0	.	+	.	gene-R0792_RS00255	R0792_RS00255	Gene	protein_coding	R0792_RS00255	gene-R0792_RS00255	phage holin family protein	None	None
50	NZ_CP136842.1	RefSeq	gene	49887.0	50390.0	.	+	.	gene-R0792_RS00260	R0792_RS00260	Gene	protein_coding	R0792_RS00260	gene-R0792_RS00260	LIC_12616 family protein	None	None
51	NZ_CP136842.1	RefSeq	gene	50443.0	50928.0	.	+	.	gene-R0792_RS00265	R0792_RS00265	Gene	protein_coding	R0792_RS00265	gene-R0792_RS00265	hypothetical protein	None	None
52	NZ_CP136842.1	RefSeq	gene	50974.0	51489.0	.	-	.	gene-R0792_RS00270	R0792_RS00270	Gene	protein_coding	R0792_RS00270	gene-R0792_RS00270	DUF4124 domain-containing protein	None	None
53	NZ_CP136842.1	RefSeq	gene	51816.0	53264.0	.	+	.	gene-R0792_RS00275	mgtE	Gene	protein_coding	R0792_RS00275	mgtE	magnesium transporter	None	None
54	NZ_CP136842.1	RefSeq	gene	53314.0	53706.0	.	-	.	gene-R0792_RS00280	R0792_RS00280	Gene	protein_coding	R0792_RS00280	gene-R0792_RS00280	hypothetical protein	None	None
55	NZ_CP136842.1	RefSeq	gene	53699.0	54160.0	.	-	.	gene-R0792_RS00285	R0792_RS00285	Gene	protein_coding	R0792_RS00285	gene-R0792_RS00285	DUF1456 family protein	None	None
56	NZ_CP136842.1	RefSeq	gene	54223.0	55545.0	.	-	.	gene-R0792_RS00290	rimO	Gene	protein_coding	R0792_RS00290	rimO	30S ribosomal protein S12 methylthiotransferase RimO	None	None
57	NZ_CP136842.1	RefSeq	gene	55792.0	57696.0	.	+	.	gene-R0792_RS00295	R0792_RS00295	Gene	protein_coding	R0792_RS00295	gene-R0792_RS00295	potassium transporter Kup	None	None
58	NZ_CP136842.1	RefSeq	gene	57751.0	58299.0	.	-	.	gene-R0792_RS00300	R0792_RS00300	Gene	protein_coding	R0792_RS00300	gene-R0792_RS00300	cytochrome b	None	None
59	NZ_CP136842.1	RefSeq	gene	58458.0	59741.0	.	-	.	gene-R0792_RS00305	R0792_RS00305	Gene	protein_coding	R0792_RS00305	gene-R0792_RS00305	virulence factor family protein	None	None
60	NZ_CP136842.1	RefSeq	gene	59743.0	62388.0	.	-	.	gene-R0792_RS00310	mprF	Gene	protein_coding	R0792_RS00310	mprF	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	None	None
61	NZ_CP136842.1	RefSeq	gene	62637.0	62996.0	.	+	.	gene-R0792_RS00315	R0792_RS00315	Gene	protein_coding	R0792_RS00315	gene-R0792_RS00315	hypothetical protein	None	None
62	NZ_CP136842.1	RefSeq	gene	63011.0	63325.0	.	-	.	gene-R0792_RS00320	R0792_RS00320	Gene	protein_coding	R0792_RS00320	gene-R0792_RS00320	hypothetical protein	None	None
63	NZ_CP136842.1	RefSeq	gene	63504.0	63580.0	.	-	.	gene-R0792_RS00325	R0792_RS00325	Gene	tRNA	R0792_RS00325	gene-R0792_RS00325	tRNA-Met	None	None
64	NZ_CP136842.1	RefSeq	gene	63727.0	64776.0	.	+	.	gene-R0792_RS00330	dinB	Gene	protein_coding	R0792_RS00330	dinB	DNA polymerase IV	None	None
65	NZ_CP136842.1	RefSeq	gene	64783.0	66711.0	.	-	.	gene-R0792_RS00335	R0792_RS00335	Gene	protein_coding	R0792_RS00335	gene-R0792_RS00335	sulfatase-like hydrolase/transferase	None	None
66	NZ_CP136842.1	RefSeq	gene	66824.0	67231.0	.	-	.	gene-R0792_RS00340	R0792_RS00340	Gene	protein_coding	R0792_RS00340	gene-R0792_RS00340	META domain-containing protein	None	None
67	NZ_CP136842.1	RefSeq	gene	67299.0	67724.0	.	-	.	gene-R0792_RS00345	R0792_RS00345	Gene	protein_coding	R0792_RS00345	gene-R0792_RS00345	hypothetical protein	None	None
68	NZ_CP136842.1	RefSeq	gene	67760.0	68749.0	.	-	.	gene-R0792_RS00350	R0792_RS00350	Gene	protein_coding	R0792_RS00350	gene-R0792_RS00350	2-hydroxyacid dehydrogenase	None	None
69	NZ_CP136842.1	RefSeq	gene	68752.0	71529.0	.	-	.	gene-R0792_RS00355	gacS	Gene	protein_coding	R0792_RS00355	gacS	two-component system sensor histidine kinase GacS	None	None
70	NZ_CP136842.1	RefSeq	gene	71715.0	72434.0	.	+	.	gene-R0792_RS00360	pirR	Gene	protein_coding	R0792_RS00360	pirR	response regulator transcription factor PirR	None	None
71	NZ_CP136842.1	RefSeq	gene	72434.0	73771.0	.	+	.	gene-R0792_RS00365	pirS	Gene	protein_coding	R0792_RS00365	pirS	sensor histidine kinase PirS	None	None
72	NZ_CP136842.1	RefSeq	gene	74007.0	76235.0	.	+	.	gene-R0792_RS00370	pirA	Gene	protein_coding	R0792_RS00370	pirA	TonB-dependent siderophore receptor PirA	None	None
73	NZ_CP136842.1	RefSeq	gene	76485.0	77384.0	.	+	.	gene-R0792_RS00375	cysM	Gene	protein_coding	R0792_RS00375	cysM	cysteine synthase B	None	None
74	NZ_CP136842.1	RefSeq	gene	77393.0	78745.0	.	+	.	gene-R0792_RS00380	rlmD	Gene	protein_coding	R0792_RS00380	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	None	None
75	NZ_CP136842.1	RefSeq	gene	78830.0	81073.0	.	+	.	gene-R0792_RS00385	relA	Gene	protein_coding	R0792_RS00385	relA	GTP diphosphokinase	None	None
76	NZ_CP136842.1	RefSeq	gene	81178.0	82008.0	.	+	.	gene-R0792_RS00390	mazG	Gene	protein_coding	R0792_RS00390	mazG	nucleoside triphosphate pyrophosphohydrolase	None	None
77	NZ_CP136842.1	RefSeq	gene	82051.0	82989.0	.	-	.	gene-R0792_RS00395	lpxO2	Gene	protein_coding	R0792_RS00395	lpxO2	lipid A hydroxylase LpxO2	None	None
78	NZ_CP136842.1	RefSeq	gene	83222.0	83761.0	.	+	.	gene-R0792_RS00400	R0792_RS00400	Gene	protein_coding	R0792_RS00400	gene-R0792_RS00400	DUF2058 domain-containing protein	None	None
79	NZ_CP136842.1	RefSeq	gene	83949.0	85277.0	.	+	.	gene-R0792_RS00405	R0792_RS00405	Gene	protein_coding	R0792_RS00405	gene-R0792_RS00405	Wzz/FepE/Etk N-terminal domain-containing protein	None	None
80	NZ_CP136842.1	RefSeq	gene	85318.0	85509.0	.	-	.	gene-R0792_RS00410	R0792_RS00410	Gene	protein_coding	R0792_RS00410	gene-R0792_RS00410	hypothetical protein	None	None
81	NZ_CP136842.1	RefSeq	gene	85602.0	85928.0	.	-	.	gene-R0792_RS00415	R0792_RS00415	Gene	protein_coding	R0792_RS00415	gene-R0792_RS00415	Rho-binding antiterminator	None	None
82	NZ_CP136842.1	RefSeq	gene	85934.0	86188.0	.	-	.	gene-R0792_RS00420	R0792_RS00420	Gene	protein_coding	R0792_RS00420	gene-R0792_RS00420	DUF2024 family protein	None	None
83	NZ_CP136842.1	RefSeq	gene	86200.0	86433.0	.	-	.	gene-R0792_RS00425	R0792_RS00425	Gene	protein_coding	R0792_RS00425	gene-R0792_RS00425	glutaredoxin family protein	None	None
84	NZ_CP136842.1	RefSeq	gene	86549.0	87109.0	.	+	.	gene-R0792_RS00430	R0792_RS00430	Gene	protein_coding	R0792_RS00430	gene-R0792_RS00430	MarR family winged helix-turn-helix transcriptional regulator	None	None
85	NZ_CP136842.1	RefSeq	gene	87163.0	87879.0	.	-	.	gene-R0792_RS00435	R0792_RS00435	Gene	protein_coding	R0792_RS00435	gene-R0792_RS00435	DUF3108 domain-containing protein	None	None
86	NZ_CP136842.1	RefSeq	gene	87872.0	88540.0	.	-	.	gene-R0792_RS00440	purN	Gene	protein_coding	R0792_RS00440	purN	phosphoribosylglycinamide formyltransferase	None	None
87	NZ_CP136842.1	RefSeq	gene	88540.0	89601.0	.	-	.	gene-R0792_RS00445	purM	Gene	protein_coding	R0792_RS00445	purM	phosphoribosylformylglycinamidine cyclo-ligase	None	None
88	NZ_CP136842.1	RefSeq	gene	89815.0	90852.0	.	+	.	gene-R0792_RS00450	R0792_RS00450	Gene	protein_coding	R0792_RS00450	gene-R0792_RS00450	DUF2066 domain-containing protein	None	None
89	NZ_CP136842.1	RefSeq	gene	91054.0	91758.0	.	+	.	gene-R0792_RS00455	hda	Gene	protein_coding	R0792_RS00455	hda	DnaA regulatory inactivator Hda	None	None
90	NZ_CP136842.1	RefSeq	gene	91958.0	92377.0	.	-	.	gene-R0792_RS00460	R0792_RS00460	Gene	protein_coding	R0792_RS00460	gene-R0792_RS00460	DUF2069 domain-containing protein	None	None
91	NZ_CP136842.1	RefSeq	gene	92379.0	92975.0	.	-	.	gene-R0792_RS00465	wrbA	Gene	protein_coding	R0792_RS00465	wrbA	NAD(P)H:quinone oxidoreductase	None	None
92	NZ_CP136842.1	RefSeq	gene	92972.0	93325.0	.	-	.	gene-R0792_RS00470	arsC	Gene	protein_coding	R0792_RS00470	arsC	arsenate reductase (glutaredoxin)	None	None
93	NZ_CP136842.1	RefSeq	gene	93450.0	94685.0	.	+	.	gene-R0792_RS00475	R0792_RS00475	Gene	protein_coding	R0792_RS00475	gene-R0792_RS00475	YihY family inner membrane protein	None	None
94	NZ_CP136842.1	RefSeq	gene	94844.0	95029.0	.	+	.	gene-R0792_RS00480	R0792_RS00480	Gene	protein_coding	R0792_RS00480	gene-R0792_RS00480	hypothetical protein	None	None
95	NZ_CP136842.1	RefSeq	gene	95040.0	95423.0	.	-	.	gene-R0792_RS00485	R0792_RS00485	Gene	protein_coding	R0792_RS00485	gene-R0792_RS00485	hypothetical protein	None	None
96	NZ_CP136842.1	RefSeq	gene	95768.0	96232.0	.	+	.	gene-R0792_RS00490	R0792_RS00490	Gene	protein_coding	R0792_RS00490	gene-R0792_RS00490	TlpA disulfide reductase family protein	None	None
97	NZ_CP136842.1	RefSeq	gene	96232.0	96507.0	.	+	.	gene-R0792_RS00495	R0792_RS00495	Gene	protein_coding	R0792_RS00495	gene-R0792_RS00495	acylphosphatase	None	None
98	NZ_CP136842.1	RefSeq	gene	96524.0	97480.0	.	-	.	gene-R0792_RS00500	R0792_RS00500	Gene	protein_coding	R0792_RS00500	gene-R0792_RS00500	hypothetical protein	None	None
99	NZ_CP136842.1	RefSeq	gene	97489.0	99204.0	.	-	.	gene-R0792_RS00505	R0792_RS00505	Gene	protein_coding	R0792_RS00505	gene-R0792_RS00505	proline--tRNA ligase	None	None
100	NZ_CP136842.1	RefSeq	gene	99312.0	99719.0	.	+	.	gene-R0792_RS00510	R0792_RS00510	Gene	protein_coding	R0792_RS00510	gene-R0792_RS00510	PaaI family thioesterase	None	None
101	NZ_CP136842.1	RefSeq	gene	99783.0	101114.0	.	-	.	gene-R0792_RS00515	oprD	Gene	protein_coding	R0792_RS00515	oprD	outer membrane porin OprD	None	None
102	NZ_CP136842.1	RefSeq	gene	101833.0	102261.0	.	+	.	gene-R0792_RS00520	R0792_RS00520	Gene	protein_coding	R0792_RS00520	gene-R0792_RS00520	HIT family protein	None	None
103	NZ_CP136842.1	RefSeq	gene	102262.0	102471.0	.	+	.	gene-R0792_RS00525	R0792_RS00525	Gene	protein_coding	R0792_RS00525	gene-R0792_RS00525	SlyX family protein	None	None
104	NZ_CP136842.1	RefSeq	gene	102520.0	103134.0	.	-	.	gene-R0792_RS00530	R0792_RS00530	Gene	protein_coding	R0792_RS00530	gene-R0792_RS00530	cold-shock protein	None	None
105	NZ_CP136842.1	RefSeq	gene	103348.0	103818.0	.	-	.	gene-R0792_RS00535	R0792_RS00535	Gene	protein_coding	R0792_RS00535	gene-R0792_RS00535	Dps family protein	None	None
106	NZ_CP136842.1	RefSeq	gene	104258.0	106033.0	.	+	.	gene-R0792_RS00540	aspS	Gene	protein_coding	R0792_RS00540	aspS	aspartate--tRNA ligase	None	None
107	NZ_CP136842.1	RefSeq	gene	106100.0	106846.0	.	+	.	gene-R0792_RS00545	R0792_RS00545	Gene	protein_coding	R0792_RS00545	gene-R0792_RS00545	YebC/PmpR family DNA-binding transcriptional regulator	None	None
108	NZ_CP136842.1	RefSeq	gene	106931.0	107455.0	.	+	.	gene-R0792_RS00550	ruvC	Gene	protein_coding	R0792_RS00550	ruvC	crossover junction endodeoxyribonuclease RuvC	None	None
109	NZ_CP136842.1	RefSeq	gene	107472.0	108077.0	.	+	.	gene-R0792_RS00555	ruvA	Gene	protein_coding	R0792_RS00555	ruvA	Holliday junction branch migration protein RuvA	None	None
110	NZ_CP136842.1	RefSeq	gene	108088.0	109146.0	.	+	.	gene-R0792_RS00560	ruvB	Gene	protein_coding	R0792_RS00560	ruvB	Holliday junction branch migration DNA helicase RuvB	None	None
111	NZ_CP136842.1	RefSeq	gene	109199.0	109645.0	.	+	.	gene-R0792_RS00565	ybgC	Gene	protein_coding	R0792_RS00565	ybgC	tol-pal system-associated acyl-CoA thioesterase	None	None
112	NZ_CP136842.1	RefSeq	gene	109647.0	110342.0	.	+	.	gene-R0792_RS00570	tolQ	Gene	protein_coding	R0792_RS00570	tolQ	protein TolQ	None	None
113	NZ_CP136842.1	RefSeq	gene	110365.0	110805.0	.	+	.	gene-R0792_RS00575	tolR	Gene	protein_coding	R0792_RS00575	tolR	protein TolR	None	None
114	NZ_CP136842.1	RefSeq	gene	110808.0	111851.0	.	+	.	gene-R0792_RS00580	tolA	Gene	protein_coding	R0792_RS00580	tolA	cell envelope integrity protein TolA	None	None
115	NZ_CP136842.1	RefSeq	gene	111848.0	113146.0	.	+	.	gene-R0792_RS00585	tolB	Gene	protein_coding	R0792_RS00585	tolB	Tol-Pal system beta propeller repeat protein TolB	None	None
116	NZ_CP136842.1	RefSeq	gene	113199.0	113705.0	.	+	.	gene-R0792_RS00590	pal	Gene	protein_coding	R0792_RS00590	pal	peptidoglycan-associated lipoprotein Pal	None	None
117	NZ_CP136842.1	RefSeq	gene	113715.0	114539.0	.	+	.	gene-R0792_RS00595	ybgF	Gene	protein_coding	R0792_RS00595	ybgF	tol-pal system protein YbgF	None	None
118	NZ_CP136842.1	RefSeq	gene	114759.0	115406.0	.	+	.	gene-R0792_RS00600	queE	Gene	protein_coding	R0792_RS00600	queE	7-carboxy-7-deazaguanine synthase QueE	None	None
119	NZ_CP136842.1	RefSeq	gene	115422.0	116096.0	.	+	.	gene-R0792_RS00605	queC	Gene	protein_coding	R0792_RS00605	queC	7-cyano-7-deazaguanine synthase QueC	None	None
120	NZ_CP136842.1	RefSeq	gene	116156.0	116231.0	.	+	.	gene-R0792_RS00610	R0792_RS00610	Gene	tRNA	R0792_RS00610	gene-R0792_RS00610	tRNA-Lys	None	None
121	NZ_CP136842.1	RefSeq	gene	116602.0	117882.0	.	-	.	gene-R0792_RS00615	xerC	Gene	protein_coding	R0792_RS00615	xerC	site-specific integrase	None	None
122	NZ_CP136842.1	RefSeq	gene	118343.0	119493.0	.	-	.	gene-R0792_RS00625	R0792_RS00625	Gene	protein_coding	R0792_RS00625	gene-R0792_RS00625	IS3 family transposase	None	None
123	NZ_CP136842.1	RefSeq	gene	121463.0	121681.0	.	+	.	gene-R0792_RS00630	R0792_RS00630	Gene	protein_coding	R0792_RS00630	gene-R0792_RS00630	hypothetical protein	None	None
124	NZ_CP136842.1	RefSeq	gene	121895.0	122344.0	.	+	.	gene-R0792_RS00640	R0792_RS00640	Gene	protein_coding	R0792_RS00640	gene-R0792_RS00640	GNAT family N-acetyltransferase	None	None
125	NZ_CP136842.1	RefSeq	gene	124314.0	126377.0	.	+	.	gene-R0792_RS00655	exoU	Gene	protein_coding	R0792_RS00655	exoU	type III secretion system effector cytotoxin ExoU	None	None
126	NZ_CP136842.1	RefSeq	gene	126374.0	126787.0	.	+	.	gene-R0792_RS00660	spcU	Gene	protein_coding	R0792_RS00660	spcU	CesT family type III secretion system chaperone SpcU	None	None
127	NZ_CP136842.1	RefSeq	gene	127180.0	127584.0	.	+	.	gene-R0792_RS00665	R0792_RS00665	Gene	protein_coding	R0792_RS00665	gene-R0792_RS00665	acyl-CoA thioesterase	None	None
128	NZ_CP136842.1	RefSeq	gene	127705.0	128265.0	.	-	.	gene-R0792_RS00670	R0792_RS00670	Gene	protein_coding	R0792_RS00670	gene-R0792_RS00670	hypothetical protein	None	None
129	NZ_CP136842.1	RefSeq	gene	128643.0	129281.0	.	-	.	gene-R0792_RS00675	R0792_RS00675	Gene	protein_coding	R0792_RS00675	gene-R0792_RS00675	NUDIX hydrolase	None	None
130	NZ_CP136842.1	RefSeq	gene	129880.0	130257.0	.	+	.	gene-R0792_RS00680	R0792_RS00680	Gene	protein_coding	R0792_RS00680	gene-R0792_RS00680	Hpt domain-containing protein	None	None
131	NZ_CP136842.1	RefSeq	gene	130702.0	131319.0	.	+	.	gene-R0792_RS00685	R0792_RS00685	Gene	protein_coding	R0792_RS00685	gene-R0792_RS00685	fimbrial protein	None	None
132	NZ_CP136842.1	RefSeq	gene	131377.0	132090.0	.	+	.	gene-R0792_RS00690	R0792_RS00690	Gene	protein_coding	R0792_RS00690	gene-R0792_RS00690	molecular chaperone	None	None
133	NZ_CP136842.1	RefSeq	gene	132186.0	134705.0	.	+	.	gene-R0792_RS00695	R0792_RS00695	Gene	protein_coding	R0792_RS00695	gene-R0792_RS00695	fimbria/pilus outer membrane usher protein	None	None
