	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	ClassThreshold	ClassMax
33	NZ_JAKRSL010000012.1	RefSeq	gene	68396.0	68797.0	.	-	.	gene-Saur515_RS10630	Saur515_RS10630	Gene	protein_coding	Saur515_RS10630	gene-Saur515_RS10630	ribonuclease HI family protein	None	None
34	NZ_JAKRSL010000012.1	RefSeq	gene	69142.0	69273.0	.	+	.	gene-Saur515_RS14425	Saur515_RS14425	Gene	protein_coding	Saur515_RS14425	gene-Saur515_RS14425	hypothetical protein	None	None
35	NZ_JAKRSL010000012.1	RefSeq	gene	69338.0	70042.0	.	-	.	gene-Saur515_RS10635	Saur515_RS10635	Gene	protein_coding	Saur515_RS10635	gene-Saur515_RS10635	queuosine precursor transporter	None	None
36	NZ_JAKRSL010000012.1	RefSeq	gene	70287.0	70481.0	.	+	.	gene-Saur515_RS10640	Saur515_RS10640	Gene	protein_coding	Saur515_RS10640	gene-Saur515_RS10640	zinc-finger domain-containing protein	None	None
37	NZ_JAKRSL010000012.1	RefSeq	gene	70493.0	70744.0	.	+	.	gene-Saur515_RS10645	Saur515_RS10645	Gene	protein_coding	Saur515_RS10645	gene-Saur515_RS10645	NifU N-terminal domain-containing protein	None	None
38	NZ_JAKRSL010000012.1	RefSeq	gene	70783.0	71907.0	.	+	.	gene-Saur515_RS10650	Saur515_RS10650	Gene	protein_coding	Saur515_RS10650	gene-Saur515_RS10650	virulence factor	None	None
39	NZ_JAKRSL010000012.1	RefSeq	gene	71923.0	72360.0	.	+	.	gene-Saur515_RS10655	brxA	Gene	protein_coding	Saur515_RS10655	brxA	bacilliredoxin BrxA	None	None
40	NZ_JAKRSL010000012.1	RefSeq	gene	72784.0	73740.0	.	+	.	gene-Saur515_RS10660	Saur515_RS10660	Gene	protein_coding	Saur515_RS10660	gene-Saur515_RS10660	thymidylate synthase	None	None
41	NZ_JAKRSL010000012.1	RefSeq	gene	73940.0	74419.0	.	+	.	gene-Saur515_RS10665	Saur515_RS10665	Gene	protein_coding	Saur515_RS10665	gene-Saur515_RS10665	dihydrofolate reductase	None	None
42	NZ_JAKRSL010000012.1	RefSeq	gene	74434.0	75273.0	.	+	.	gene-Saur515_RS10670	fakB2	Gene	protein_coding	Saur515_RS10670	fakB2	fatty acid kinase binding subunit FakB2	None	None
43	NZ_JAKRSL010000012.1	RefSeq	gene	75359.0	75892.0	.	+	.	gene-Saur515_RS10675	msrA	Gene	protein_coding	Saur515_RS10675	msrA	peptide-methionine (S)-S-oxide reductase MsrA	None	None
44	NZ_JAKRSL010000012.1	RefSeq	gene	75885.0	76313.0	.	+	.	gene-Saur515_RS10680	msrB	Gene	protein_coding	Saur515_RS10680	msrB	peptide-methionine (R)-S-oxide reductase MsrB	None	None
45	NZ_JAKRSL010000012.1	RefSeq	gene	76325.0	76825.0	.	+	.	gene-Saur515_RS10685	Saur515_RS10685	Gene	protein_coding	Saur515_RS10685	gene-Saur515_RS10685	PTS sugar transporter subunit IIA	None	None
46	NZ_JAKRSL010000012.1	RefSeq	gene	76825.0	77046.0	.	+	.	gene-Saur515_RS10690	Saur515_RS10690	Gene	protein_coding	Saur515_RS10690	gene-Saur515_RS10690	YozE family protein	None	None
47	NZ_JAKRSL010000012.1	RefSeq	gene	77238.0	78728.0	.	+	.	gene-Saur515_RS10695	Saur515_RS10695	Gene	protein_coding	Saur515_RS10695	gene-Saur515_RS10695	S41 family peptidase	None	None
48	NZ_JAKRSL010000012.1	RefSeq	gene	79128.0	79637.0	.	+	.	gene-Saur515_RS10700	Saur515_RS10700	Gene	protein_coding	Saur515_RS10700	gene-Saur515_RS10700	GNAT family N-acetyltransferase	None	None
49	NZ_JAKRSL010000012.1	RefSeq	gene	79649.0	80719.0	.	+	.	gene-Saur515_RS10705	Saur515_RS10705	Gene	protein_coding	Saur515_RS10705	gene-Saur515_RS10705	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	None	None
50	NZ_JAKRSL010000012.1	RefSeq	gene	80736.0	81350.0	.	+	.	gene-Saur515_RS10710	Saur515_RS10710	Gene	protein_coding	Saur515_RS10710	gene-Saur515_RS10710	phosphatase PAP2 family protein	None	None
51	NZ_JAKRSL010000024.1	RefSeq	gene	356.0	1192.0	.	+	.	gene-Saur515_RS13055	Saur515_RS13055	Gene	protein_coding	Saur515_RS13055	gene-Saur515_RS13055	hypothetical protein	None	None
52	NZ_JAKRSL010000024.1	RefSeq	gene	1569.0	1784.0	.	+	.	gene-Saur515_RS13060	Saur515_RS13060	Gene	protein_coding	Saur515_RS13060	gene-Saur515_RS13060	hypothetical protein	None	None
53	NZ_JAKRSL010000024.1	RefSeq	gene	1875.0	2792.0	.	+	.	gene-Saur515_RS13065	Saur515_RS13065	Gene	protein_coding	Saur515_RS13065	gene-Saur515_RS13065	DUF1672 domain-containing protein	None	None
54	NZ_JAKRSL010000024.1	RefSeq	gene	2850.0	3800.0	.	+	.	gene-Saur515_RS13070	Saur515_RS13070	Gene	protein_coding	Saur515_RS13070	gene-Saur515_RS13070	DUF1672 domain-containing protein	None	None
55	NZ_JAKRSL010000024.1	RefSeq	gene	4014.0	4928.0	.	+	.	gene-Saur515_RS13080	Saur515_RS13080	Gene	protein_coding	Saur515_RS13080	gene-Saur515_RS13080	DUF1672 domain-containing protein	None	None
56	NZ_JAKRSL010000024.1	RefSeq	gene	5127.0	5246.0	.	+	.	gene-Saur515_RS13085	Saur515_RS13085	Gene	protein_coding	Saur515_RS13085	gene-Saur515_RS13085	hypothetical protein	None	None
57	NZ_JAKRSL010000024.1	RefSeq	gene	5525.0	6070.0	.	+	.	gene-Saur515_RS13090	Saur515_RS13090	Gene	protein_coding	Saur515_RS13090	gene-Saur515_RS13090	ECF transporter S component	None	None
58	NZ_JAKRSL010000024.1	RefSeq	gene	6176.0	6424.0	.	-	.	gene-Saur515_RS13095	Saur515_RS13095	Gene	protein_coding	Saur515_RS13095	gene-Saur515_RS13095	ferredoxin	None	None
59	NZ_JAKRSL010000024.1	RefSeq	gene	6532.0	7485.0	.	+	.	gene-Saur515_RS13100	Saur515_RS13100	Gene	protein_coding	Saur515_RS13100	gene-Saur515_RS13100	helix-turn-helix domain-containing protein	None	None
60	NZ_JAKRSL010000024.1	RefSeq	gene	7475.0	8854.0	.	+	.	gene-Saur515_RS13105	Saur515_RS13105	Gene	protein_coding	Saur515_RS13105	gene-Saur515_RS13105	RecQ family ATP-dependent DNA helicase	None	None
61	NZ_JAKRSL010000024.1	RefSeq	gene	9007.0	10467.0	.	+	.	gene-Saur515_RS13110	ebpS	Gene	protein_coding	Saur515_RS13110	ebpS	elastin-binding protein EbpS	None	None
62	NZ_JAKRSL010000024.1	RefSeq	gene	10592.0	10708.0	.	+	.	gene-Saur515_RS13115	Saur515_RS13115	Gene	protein_coding	Saur515_RS13115	gene-Saur515_RS13115	hypothetical protein	None	None
63	NZ_JAKRSL010000024.1	RefSeq	gene	10869.0	11855.0	.	+	.	gene-Saur515_RS13120	ypdA	Gene	protein_coding	Saur515_RS13120	ypdA	bacillithiol disulfide reductase YpdA	None	None
64	NZ_JAKRSL010000024.1	RefSeq	gene	11970.0	12938.0	.	-	.	gene-Saur515_RS13125	Saur515_RS13125	Gene	protein_coding	Saur515_RS13125	gene-Saur515_RS13125	asparaginase	None	None
65	NZ_JAKRSL010000024.1	RefSeq	gene	13015.0	13674.0	.	+	.	gene-Saur515_RS13130	cmk	Gene	protein_coding	Saur515_RS13130	cmk	(d)CMP kinase	None	None
66	NZ_JAKRSL010000024.1	RefSeq	gene	13705.0	13821.0	.	+	.	gene-Saur515_RS13135	Saur515_RS13135	Gene	protein_coding	Saur515_RS13135	gene-Saur515_RS13135	hypothetical protein	None	None
67	NZ_JAKRSL010000024.1	RefSeq	gene	13938.0	14129.0	.	+	.	gene-Saur515_RS13140	Saur515_RS13140	Gene	protein_coding	Saur515_RS13140	gene-Saur515_RS13140	hypothetical protein	None	None
68	NZ_JAKRSL010000024.1	RefSeq	gene	14386.0	15561.0	.	+	.	gene-Saur515_RS13145	rpsA	Gene	protein_coding	Saur515_RS13145	rpsA	30S ribosomal protein S1	None	None
69	NZ_JAKRSL010000024.1	RefSeq	gene	15783.0	17093.0	.	+	.	gene-Saur515_RS13150	der	Gene	protein_coding	Saur515_RS13150	der	ribosome biogenesis GTPase Der	None	None
70	NZ_JAKRSL010000024.1	RefSeq	gene	17110.0	18108.0	.	+	.	gene-Saur515_RS13155	Saur515_RS13155	Gene	protein_coding	Saur515_RS13155	gene-Saur515_RS13155	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	None	None
71	NZ_JAKRSL010000024.1	RefSeq	gene	18279.0	18551.0	.	+	.	gene-Saur515_RS13160	Saur515_RS13160	Gene	protein_coding	Saur515_RS13160	gene-Saur515_RS13160	HU family DNA-binding protein	None	None
72	NZ_JAKRSL010000024.1	RefSeq	gene	18982.0	19554.0	.	+	.	gene-Saur515_RS13165	Saur515_RS13165	Gene	protein_coding	Saur515_RS13165	gene-Saur515_RS13165	heptaprenyl diphosphate synthase component 1	None	None
73	NZ_JAKRSL010000024.1	RefSeq	gene	19557.0	20282.0	.	+	.	gene-Saur515_RS13170	Saur515_RS13170	Gene	protein_coding	Saur515_RS13170	gene-Saur515_RS13170	demethylmenaquinone methyltransferase	None	None
74	NZ_JAKRSL010000024.1	RefSeq	gene	20284.0	21243.0	.	+	.	gene-Saur515_RS13175	Saur515_RS13175	Gene	protein_coding	Saur515_RS13175	gene-Saur515_RS13175	polyprenyl synthetase family protein	None	None
75	NZ_JAKRSL010000024.1	RefSeq	gene	21335.0	21784.0	.	+	.	gene-Saur515_RS13180	ndk	Gene	protein_coding	Saur515_RS13180	ndk	nucleoside-diphosphate kinase	None	None
76	NZ_JAKRSL010000024.1	RefSeq	gene	21993.0	22193.0	.	+	.	gene-Saur515_RS13185	Saur515_RS13185	Gene	protein_coding	Saur515_RS13185	gene-Saur515_RS13185	hypothetical protein	None	None
77	NZ_JAKRSL010000023.1	RefSeq	gene	313.0	1488.0	.	+	.	gene-Saur515_RS12945	Saur515_RS12945	Gene	protein_coding	Saur515_RS12945	gene-Saur515_RS12945	diglucosyl diacylglycerol synthase	None	None
78	NZ_JAKRSL010000023.1	RefSeq	gene	1466.0	2656.0	.	+	.	gene-Saur515_RS12950	Saur515_RS12950	Gene	protein_coding	Saur515_RS12950	gene-Saur515_RS12950	lipoteichoic acid biosynthesis MFS flippase LtaA	None	None
79	NZ_JAKRSL010000023.1	RefSeq	gene	2769.0	3278.0	.	-	.	gene-Saur515_RS12955	Saur515_RS12955	Gene	protein_coding	Saur515_RS12955	gene-Saur515_RS12955	YjcG family protein	None	None
80	NZ_JAKRSL010000023.1	RefSeq	gene	3472.0	4230.0	.	-	.	gene-Saur515_RS12960	Saur515_RS12960	Gene	protein_coding	Saur515_RS12960	gene-Saur515_RS12960	esterase family protein	None	None
81	NZ_JAKRSL010000023.1	RefSeq	gene	4372.0	5940.0	.	-	.	gene-Saur515_RS12965	Saur515_RS12965	Gene	protein_coding	Saur515_RS12965	gene-Saur515_RS12965	alanine/glycine:cation symporter family protein	None	None
82	NZ_JAKRSL010000023.1	RefSeq	gene	6282.0	7367.0	.	+	.	gene-Saur515_RS12970	cozEa	Gene	protein_coding	Saur515_RS12970	cozEa	lipoteichoic acid biosynthesis protein CozEa	None	None
83	NZ_JAKRSL010000023.1	RefSeq	gene	7562.0	8332.0	.	-	.	gene-Saur515_RS12975	fabI	Gene	protein_coding	Saur515_RS12975	fabI	enoyl-ACP reductase FabI	None	None
84	NZ_JAKRSL010000023.1	RefSeq	gene	8610.0	10454.0	.	-	.	gene-Saur515_RS12980	Saur515_RS12980	Gene	protein_coding	Saur515_RS12980	gene-Saur515_RS12980	monovalent cation:proton antiporter family protein	None	None
85	NZ_JAKRSL010000023.1	RefSeq	gene	10464.0	11849.0	.	-	.	gene-Saur515_RS12985	mgtE	Gene	protein_coding	Saur515_RS12985	mgtE	magnesium transporter	None	None
86	NZ_JAKRSL010000023.1	RefSeq	gene	11870.0	12724.0	.	-	.	gene-Saur515_RS12990	Saur515_RS12990	Gene	protein_coding	Saur515_RS12990	gene-Saur515_RS12990	RluA family pseudouridine synthase	None	None
87	NZ_JAKRSL010000023.1	RefSeq	gene	12721.0	13530.0	.	-	.	gene-Saur515_RS12995	Saur515_RS12995	Gene	protein_coding	Saur515_RS12995	gene-Saur515_RS12995	NAD kinase	None	None
88	NZ_JAKRSL010000023.1	RefSeq	gene	13547.0	14182.0	.	-	.	gene-Saur515_RS13000	Saur515_RS13000	Gene	protein_coding	Saur515_RS13000	gene-Saur515_RS13000	GTP pyrophosphokinase	None	None
89	NZ_JAKRSL010000023.1	RefSeq	gene	14199.0	14546.0	.	-	.	gene-Saur515_RS13005	Saur515_RS13005	Gene	protein_coding	Saur515_RS13005	gene-Saur515_RS13005	hypothetical protein	None	None
90	NZ_JAKRSL010000023.1	RefSeq	gene	14732.0	15325.0	.	+	.	gene-Saur515_RS13010	Saur515_RS13010	Gene	protein_coding	Saur515_RS13010	gene-Saur515_RS13010	CYTH domain-containing protein	None	None
91	NZ_JAKRSL010000023.1	RefSeq	gene	15429.0	15794.0	.	+	.	gene-Saur515_RS13015	Saur515_RS13015	Gene	protein_coding	Saur515_RS13015	gene-Saur515_RS13015	truncated hemoglobin YjbI	None	None
92	NZ_JAKRSL010000023.1	RefSeq	gene	15817.0	16623.0	.	+	.	gene-Saur515_RS13020	yjbH	Gene	protein_coding	Saur515_RS13020	yjbH	protease adaptor protein YjbH	None	None
93	NZ_JAKRSL010000023.1	RefSeq	gene	17083.0	18891.0	.	-	.	gene-Saur515_RS13025	pepF	Gene	protein_coding	Saur515_RS13025	pepF	oligoendopeptidase F	None	None
94	NZ_JAKRSL010000023.1	RefSeq	gene	20045.0	20764.0	.	-	.	gene-Saur515_RS13035	mecA	Gene	protein_coding	Saur515_RS13035	mecA	adaptor protein MecA	None	None
95	NZ_JAKRSL010000023.1	RefSeq	gene	21135.0	21530.0	.	-	.	gene-Saur515_RS13040	spxA	Gene	protein_coding	Saur515_RS13040	spxA	transcriptional regulator SpxA	None	None
96	NZ_JAKRSL010000023.1	RefSeq	gene	21825.0	22814.0	.	+	.	gene-Saur515_RS13045	trpS	Gene	protein_coding	Saur515_RS13045	trpS	tryptophan--tRNA ligase	None	None
97	NZ_JAKRSL010000023.1	RefSeq	gene	22856.0	23670.0	.	-	.	gene-Saur515_RS13050	opp4C	Gene	protein_coding	Saur515_RS13050	opp4C	oligopeptide ABC transporter permease	None	None
98	NZ_JAKRSL010000022.1	RefSeq	gene	121.0	375.0	.	+	.	gene-Saur515_RS12770	Saur515_RS12770	Gene	protein_coding	Saur515_RS12770	gene-Saur515_RS12770	DUF1024 family protein	None	None
99	NZ_JAKRSL010000022.1	RefSeq	gene	362.0	532.0	.	+	.	gene-Saur515_RS12775	Saur515_RS12775	Gene	protein_coding	Saur515_RS12775	gene-Saur515_RS12775	hypothetical protein	None	None
100	NZ_JAKRSL010000022.1	RefSeq	gene	525.0	1058.0	.	+	.	gene-Saur515_RS12780	Saur515_RS12780	Gene	protein_coding	Saur515_RS12780	gene-Saur515_RS12780	dUTP diphosphatase	None	None
101	NZ_JAKRSL010000022.1	RefSeq	gene	1095.0	1382.0	.	+	.	gene-Saur515_RS12785	Saur515_RS12785	Gene	protein_coding	Saur515_RS12785	gene-Saur515_RS12785	DUF1381 domain-containing protein	None	None
102	NZ_JAKRSL010000022.1	RefSeq	gene	1375.0	1611.0	.	+	.	gene-Saur515_RS12790	Saur515_RS12790	Gene	protein_coding	Saur515_RS12790	gene-Saur515_RS12790	DUF7366 family protein	None	None
103	NZ_JAKRSL010000022.1	RefSeq	gene	1601.0	1990.0	.	+	.	gene-Saur515_RS12795	Saur515_RS12795	Gene	protein_coding	Saur515_RS12795	gene-Saur515_RS12795	hypothetical protein	None	None
104	NZ_JAKRSL010000022.1	RefSeq	gene	1987.0	2160.0	.	+	.	gene-Saur515_RS12800	Saur515_RS12800	Gene	protein_coding	Saur515_RS12800	gene-Saur515_RS12800	transcriptional activator RinB	None	None
105	NZ_JAKRSL010000022.1	RefSeq	gene	2161.0	2562.0	.	+	.	gene-Saur515_RS12805	Saur515_RS12805	Gene	protein_coding	Saur515_RS12805	gene-Saur515_RS12805	hypothetical protein	None	None
106	NZ_JAKRSL010000022.1	RefSeq	gene	2917.0	3411.0	.	+	.	gene-Saur515_RS12810	Saur515_RS12810	Gene	protein_coding	Saur515_RS12810	gene-Saur515_RS12810	terminase small subunit	None	None
107	NZ_JAKRSL010000022.1	RefSeq	gene	3404.0	4627.0	.	+	.	gene-Saur515_RS12815	Saur515_RS12815	Gene	protein_coding	Saur515_RS12815	gene-Saur515_RS12815	PBSX family phage terminase large subunit	None	None
108	NZ_JAKRSL010000022.1	RefSeq	gene	4624.0	6048.0	.	+	.	gene-Saur515_RS12820	Saur515_RS12820	Gene	protein_coding	Saur515_RS12820	gene-Saur515_RS12820	phage portal protein	None	None
109	NZ_JAKRSL010000022.1	RefSeq	gene	6017.0	6970.0	.	+	.	gene-Saur515_RS12825	Saur515_RS12825	Gene	protein_coding	Saur515_RS12825	gene-Saur515_RS12825	phage head morphogenesis protein	None	None
110	NZ_JAKRSL010000022.1	RefSeq	gene	6972.0	7178.0	.	+	.	gene-Saur515_RS12830	Saur515_RS12830	Gene	protein_coding	Saur515_RS12830	gene-Saur515_RS12830	hypothetical protein	None	None
111	NZ_JAKRSL010000022.1	RefSeq	gene	7281.0	7865.0	.	+	.	gene-Saur515_RS12835	Saur515_RS12835	Gene	protein_coding	Saur515_RS12835	gene-Saur515_RS12835	DUF4355 domain-containing protein	None	None
112	NZ_JAKRSL010000022.1	RefSeq	gene	7882.0	8796.0	.	+	.	gene-Saur515_RS12840	Saur515_RS12840	Gene	protein_coding	Saur515_RS12840	gene-Saur515_RS12840	phage major capsid protein	None	None
113	NZ_JAKRSL010000022.1	RefSeq	gene	8808.0	8951.0	.	+	.	gene-Saur515_RS12845	Saur515_RS12845	Gene	protein_coding	Saur515_RS12845	gene-Saur515_RS12845	hypothetical protein	None	None
114	NZ_JAKRSL010000022.1	RefSeq	gene	8957.0	9307.0	.	+	.	gene-Saur515_RS12850	Saur515_RS12850	Gene	protein_coding	Saur515_RS12850	gene-Saur515_RS12850	hypothetical protein	None	None
115	NZ_JAKRSL010000022.1	RefSeq	gene	9319.0	9654.0	.	+	.	gene-Saur515_RS12855	Saur515_RS12855	Gene	protein_coding	Saur515_RS12855	gene-Saur515_RS12855	phage head closure protein	None	None
116	NZ_JAKRSL010000022.1	RefSeq	gene	9641.0	10048.0	.	+	.	gene-Saur515_RS12860	Saur515_RS12860	Gene	protein_coding	Saur515_RS12860	gene-Saur515_RS12860	HK97-gp10 family putative phage morphogenesis protein	None	None
117	NZ_JAKRSL010000022.1	RefSeq	gene	10061.0	10486.0	.	+	.	gene-Saur515_RS12865	Saur515_RS12865	Gene	protein_coding	Saur515_RS12865	gene-Saur515_RS12865	DUF3168 domain-containing protein	None	None
118	NZ_JAKRSL010000022.1	RefSeq	gene	10487.0	11044.0	.	+	.	gene-Saur515_RS12870	Saur515_RS12870	Gene	protein_coding	Saur515_RS12870	gene-Saur515_RS12870	hypothetical protein	None	None
119	NZ_JAKRSL010000022.1	RefSeq	gene	11111.0	11623.0	.	+	.	gene-Saur515_RS12875	Saur515_RS12875	Gene	protein_coding	Saur515_RS12875	gene-Saur515_RS12875	tail assembly chaperone	None	None
120	NZ_JAKRSL010000022.1	RefSeq	gene	11803.0	11952.0	.	+	.	gene-Saur515_RS12880	Saur515_RS12880	Gene	protein_coding	Saur515_RS12880	gene-Saur515_RS12880	hypothetical protein	None	None
121	NZ_JAKRSL010000022.1	RefSeq	gene	11956.0	14841.0	.	+	.	gene-Saur515_RS12885	Saur515_RS12885	Gene	protein_coding	Saur515_RS12885	gene-Saur515_RS12885	phage tail protein	None	None
122	NZ_JAKRSL010000022.1	RefSeq	gene	14856.0	15797.0	.	+	.	gene-Saur515_RS12890	Saur515_RS12890	Gene	protein_coding	Saur515_RS12890	gene-Saur515_RS12890	phage tail domain-containing protein	None	None
